id,simulation_id,frequency,G_prime,G_double_prime
618,3,7.593782,447072.0,185027.4
619,3,6.903439,436169.9,181551.5
620,3,6.275853,425524.8,178139.7
621,3,5.705321,415125.4,174801.1
622,3,5.186656,404959.8,171542.8
623,3,4.715141,395015.8,168370.3
624,3,4.286492,385280.6,165287.6
625,3,3.896811,375741.9,162296.8
626,3,3.542556,366387.4,159398.5
627,3,3.220505,357205.4,156591.8
628,3,2.927732,348184.6,153874.8
629,3,2.661574,339314.7,151244.2
630,3,2.419613,330586.0,148695.8
631,3,2.199648,321989.9,146224.8
632,3,1.99968,313518.3,143825.7
633,3,1.817891,305164.2,141492.1
634,3,1.652628,296921.4,139217.3
635,3,1.502389,288784.9,136994.3
636,3,1.365809,280750.3,134815.4
637,3,1.241644,272814.7,132672.9
638,3,1.128767,264976.3,130558.9
639,3,1.026152,257234.3,128465.5
640,3,0.9328656,249589.4,126385.3
641,3,0.8480596,242043.3,124311.3
642,3,0.7709633,234598.8,122237.3
643,3,0.7008757,227259.5,120158.1
644,3,0.6371598,220029.7,118069.4
645,3,0.5792361,212914.0,115967.9
646,3,0.5265783,205917.4,113851.7
647,3,0.4787076,199044.6,111719.6
648,3,0.4351887,192300.4,109571.4
649,3,0.3956261,185689.3,107407.8
650,3,0.3596601,179215.7,105230.3
651,3,0.3269637,172883.3,103040.9
652,3,0.2972397,166695.7,100842.8
653,3,0.2702179,160655.6,98639.57
654,3,0.2456527,154765.2,96435.48
655,3,0.2233206,149025.7,94235.31
656,3,0.2030187,143437.3,92044.09
657,3,0.1845625,137999.0,89866.88
658,3,0.1677841,132708.9,87708.45
659,3,0.152531,127564.1,85573.05
660,3,0.1386645,122561.1,83464.21
661,3,0.1260587,117695.8,81384.63
662,3,0.1145988,112964.0,79336.16
663,3,0.1041807,108361.6,77319.91
664,3,0.09470974,103884.7,75336.35
665,3,0.08609976,99529.76,73385.54
666,3,0.07827251,95293.5,71467.3
667,3,0.07115683,91173.03,69581.37
668,3,0.06468803,87165.59,67727.52
669,3,0.0588073,83268.48,65905.56
670,3,0.05346118,79478.9,64115.33
671,3,0.04860107,75793.85,62356.57
672,3,0.04418279,72210.15,60628.78
673,3,0.04016617,68724.39,58931.04
674,3,0.0365147,65333.15,57261.87
675,3,0.03319519,62033.18,55619.15
676,3,0.03017744,58821.6,54000.08
677,3,0.02743404,55696.21,52401.32
678,3,0.02494003,52655.66,50819.13
679,3,0.02267276,49699.62,49249.68
680,3,0.0206116,46828.8,47689.4
