id,log_MW,pdi,area_Gt,max_Gt,mean_Gt,area_Gp,max_Gp,mean_Gp,zero_shear_viscosity,complex_viscosity,dist_Gaussian
1,-1.0,-1.0,-0.37229348535057943,0.47101805744691605,-0.36603583649708,-0.6099775035359797,-0.48399960132535225,-0.6094863168493377,-0.601682836427505,-0.5871226328198804,True
2,-1.0,1.0,-1.4046206878473226,-1.713284877037763,-1.4084650162883934,-1.2402022654450884,-1.3858988477094312,-1.2408896009454733,-0.6049493330530092,-0.5883988411260009,True
3,1.0,-1.0,1.2819836388041217,0.8097911609540386,1.279562436165209,1.3599710160606828,1.1549136136616762,1.3592236194492304,1.7311532787923607,1.731908553021698,True
4,1.0,1.0,0.49493053439384366,0.43247565863680854,0.4949384166202644,0.4902087529203847,0.7149848353730998,0.49115229834558105,-0.5245211093118466,-0.5563870790758164,True
