frecuency,elastic_modulu,viscous_modulu
300.0,1673028.0,95670.95
250.0,1661914.0,98379.31
208.3333,1650415.0,101135.5
173.6111,1638522.0,103914.0
144.6759,1626231.0,106687.4
120.5633,1613539.0,109426.5
100.4694,1600452.0,112100.8
83.72449,1586977.0,114679.3
69.77041,1573130.0,117130.5
58.14201,1558930.0,119424.1
48.45167,1544289.0,120665.4
40.3764,1529491.0,122694.2
33.647,1514424.0,124465.7
28.03916,1499129.0,125962.9
23.36597,1483650.0,127172.8
19.47164,1468031.0,128086.8
16.22637,1452318.0,128701.0
13.52197,1436559.0,129016.0
11.26831,1420799.0,129037.4
9.390259,1405084.0,128774.9
7.825216,1389454.0,128242.4
6.521013,1373948.0,127457.5
5.434178,1358603.0,126440.5
4.528481,1343448.0,125214.4
3.773735,1328510.0,123803.6
3.144779,1313812.0,122233.7
2.620649,1299370.0,120530.1
2.183874,1285197.0,118718.2
1.819895,1271301.0,116821.9
1.516579,1257688.0,114864.0
1.263816,1244358.0,112865.1
1.05318,1231310.0,110843.8
0.87765,1218540.0,108816.4
0.731375,1206043.0,106796.9
0.6094792,1193811.0,104797.3
0.5078993,1181837.0,102827.3
0.4232494,1170112.0,100895.0
0.3527079,1158626.0,99006.78
0.2939232,1147371.0,97167.52
0.244936,1136337.0,95380.88
0.2041134,1125515.0,93649.42
0.1700945,1114895.0,91974.69
0.1417454,1104470.0,90357.37
0.1181212,1094229.0,88797.4
0.09843429,1084164.0,87294.11
0.08202858,1074269.0,85846.35
0.06835715,1064535.0,84452.66
0.05696429,1054956.0,83111.36
0.04747024,1045526.0,81820.64
0.03955853,1036237.0,80578.6
0.03296545,1027085.0,79383.32
0.0274712,1018064.0,78232.83
0.02289267,1009168.0,77125.22
0.01907723,1000394.0,76058.62
0.01589769,991735.7,75031.18
0.01324807,983189.6,74041.11
0.01104006,974751.4,73086.66
0.009200051,966416.9,72166.04
0.007666709,958182.5,71277.49
0.006388924,950044.6,70419.21
0.005324104,941999.9,69589.45
0.004436753,934045.3,68786.49
0.003697294,926178.3,68008.75
0.003081078,918396.1,67254.73
0.002567565,910696.6,66523.1
