frecuency,elastic_modulu,viscous_modulu
300.0,1528166.0,137798.5
250.0,1511721.0,140863.7
208.3333,1494829.0,143814.5
173.6111,1477509.0,146614.4
144.6759,1459782.0,149228.1
120.5633,1441680.0,151622.0
100.4694,1423121.0,152614.9
83.72449,1404410.0,154662.2
69.77041,1385434.0,156378.1
58.14201,1366245.0,157746.9
48.45167,1346898.0,158757.7
40.3764,1327447.0,159404.6
33.647,1307948.0,159687.3
28.03916,1288457.0,159611.1
23.36597,1269030.0,159186.5
19.47164,1249717.0,158429.3
16.22637,1230566.0,157360.1
13.52197,1211623.0,156003.0
11.26831,1192924.0,154385.5
9.390259,1174505.0,152537.2
7.825216,1156392.0,150489.0
6.521013,1138607.0,148272.0
5.434178,1121167.0,145916.9
4.528481,1104083.0,143453.3
3.773735,1087362.0,140909.0
3.144779,1071006.0,138309.5
2.620649,1055014.0,135678.1
2.183874,1039383.0,133035.2
1.819895,1024106.0,130398.9
1.516579,1009175.0,127784.4
1.263816,994580.7,125204.5
1.05318,980311.7,122669.7
0.87765,966357.2,120188.3
0.731375,952705.6,117766.6
0.6094792,939345.2,115409.4
0.5078993,926264.6,113119.9
0.4232494,913452.3,110900.1
0.3527079,900897.6,108751.1
0.2939232,888589.8,106673.1
0.244936,876518.9,104665.6
0.2041134,864675.1,102728.1
0.1700945,853049.0,100859.2
0.1417454,841631.4,99057.32
0.1181212,830413.2,97320.29
0.09843429,819386.3,95645.51
0.08202858,808542.8,94030.01
0.06835715,797875.6,92470.62
0.05696429,787378.4,90964.2
0.04747024,777045.3,89507.71
0.03955853,766870.9,88098.32
0.03296545,756850.4,86733.4
0.0274712,746978.9,85410.47
0.02289267,737252.0,84127.22
0.01907723,727665.5,82881.47
0.01589769,718215.3,81671.04
0.01324807,708897.4,80493.71
0.01104006,699708.2,79347.18
0.009200051,690644.7,78229.05
0.007666709,681704.2,77137.0
0.006388924,672884.7,76068.93
0.005324104,664184.8,75023.26
0.004436753,655603.1,73998.97
0.003697294,647138.7,72995.74
0.003081078,638790.4,72013.86
0.002567565,630556.7,71054.12
