time,modulu
3e-11,86967850.0
3.6e-11,85296560.0
4.32e-11,83370290.0
5.184e-11,81166950.0
6.2208e-11,78669050.0
7.46496e-11,75866460.0
8.957952e-11,72759620.0
1.074954e-10,69362720.0
1.289945e-10,65706410.0
1.547934e-10,61839170.0
1.857521e-10,57826590.0
2.229025e-10,53747670.0
2.67483e-10,49688060.0
3.209796e-10,45730990.0
3.851755e-10,41947680.0
4.622106e-10,38389810.0
5.546528e-10,35086340.0
6.655833e-10,32044240.0
7.987e-10,29255110.0
9.5844e-10,26709110.0
1.150128e-09,24385090.0
1.380154e-09,22263750.0
1.656184e-09,20327480.0
1.987421e-09,18560210.0
2.384905e-09,16947270.0
2.861886e-09,15475300.0
3.434264e-09,14132130.0
4.121117e-09,12906630.0
4.94534e-09,11788690.0
5.934408e-09,10769110.0
7.121289e-09,9839514.0
8.545547e-09,8992287.0
1.025466e-08,8220527.0
1.230559e-08,7517979.0
1.476671e-08,6878983.0
1.772005e-08,6298441.0
2.126406e-08,5771764.0
2.551687e-08,5294830.0
3.062024e-08,4863961.0
3.674429e-08,4475873.0
4.409315e-08,4127642.0
5.291178e-08,3816657.0
6.349413e-08,3540580.0
7.619296e-08,3297284.0
9.143155e-08,3084787.0
1.097179e-07,2901179.0
1.316614e-07,2744533.0
1.579937e-07,2612823.0
1.895925e-07,2503836.0
2.27511e-07,2415116.0
2.730131e-07,2343944.0
3.276158e-07,2287385.0
3.931389e-07,2242398.0
4.717667e-07,2206030.0
5.661201e-07,2175632.0
6.793441e-07,2149074.0
8.152129e-07,2124863.0
9.782555e-07,2102141.0
1.173907e-06,2080553.0
1.408688e-06,2060042.0
1.690425e-06,2040665.0
2.028511e-06,2022463.0
2.434213e-06,2005420.0
2.921055e-06,1989472.0
3.505266e-06,1974527.0
4.206319e-06,1960489.0
5.047583e-06,1947263.0
6.0571e-06,1934762.0
7.26852e-06,1922905.0
8.722224e-06,1911617.0
1.046667e-05,1900831.0
1.256e-05,1890483.0
1.5072e-05,1880515.0
1.80864e-05,1870871.0
2.170368e-05,1861503.0
2.604442e-05,1852363.0
3.125331e-05,1843408.0
3.750397e-05,1834597.0
4.500476e-05,1825893.0
5.400571e-05,1817260.0
6.480685e-05,1808665.0
7.776822e-05,1800076.0
9.332187e-05,1791463.0
0.0001119862,1782798.0
0.0001343835,1758965.0
0.0001612602,1751854.0
0.0001935122,1744456.0
0.0002322147,1736759.0
0.0002786576,1728752.0
0.0003343891,1720423.0
0.000401267,1711760.0
0.0004815203,1702752.0
0.0005778244,1693387.0
0.0006933893,1683653.0
0.0008320672,1673541.0
0.0009984806,1663039.0
0.001198177,1652141.0
0.001437812,1640837.0
0.001725374,1629123.0
0.002070449,1616996.0
0.002484539,1604454.0
0.002981447,1591500.0
0.003577736,1578139.0
0.004293284,1564380.0
0.005151941,1550234.0
0.006182329,1535719.0
0.007418794,1520855.0
0.008902553,1505666.0
0.01068306,1490181.0
0.01281968,1474430.0
0.01538361,1458451.0
0.01846033,1442279.0
0.0221524,1425955.0
0.02658288,1409522.0
0.03189946,1393020.0
0.03827935,1376492.0
0.04593522,1359980.0
0.05512226,1343523.0
0.06614672,1327160.0
0.07937606,1310926.0
0.09525127,1294851.0
0.1143015,1278966.0
0.1371618,1263294.0
0.1645942,1247857.0
0.197513,1232671.0
0.2370156,1217750.0
0.2844188,1203103.0
0.3413025,1188736.0
0.409563,1174654.0
0.4914756,1160857.0
0.5897708,1147342.0
0.7077249,1134107.0
0.8492699,1121146.0
1.019124,1108453.0
1.222949,1096019.0
1.467538,1083838.0
1.761046,1071900.0
2.113255,1060197.0
2.535906,1048720.0
3.043088,1037461.0
3.651705,1026410.0
4.382046,1015560.0
5.258455,1004902.0
6.310146,994428.6
7.572176,984132.6
9.086611,974006.9
10.90393,964044.7
13.08472,954239.6
15.70166,944585.5
18.842,935076.6
22.6104,925707.6
27.13247,916473.2
32.55897,907368.6
39.07076,898389.4
46.88492,889531.0
56.2619,880789.5
67.51428,872160.8
81.01714,863641.1
97.22056,855226.8
116.6647,846914.3
139.9976,838700.2
167.9971,830581.4
201.5966,822554.9
241.9159,814617.9
290.299,806767.9
348.3589,799002.4
418.0306,791319.1
501.6367,783715.7
601.9641,776190.2
722.3569,768740.4
866.8283,761364.5
1040.194,754060.5
1248.233,746826.7
1497.879,739661.2
1797.455,732562.3
2156.946,725528.3
2588.335,718557.5
3106.003,711648.2
3727.203,704798.6
4472.644,698007.1
5367.172,691272.0
6440.607,684591.6
7728.728,677964.6
9274.474,671389.2
11129.37,664864.3
13355.24,658388.3
16026.29,651960.2
19231.55,645578.4
