time,modulu
3e-11,86978820.0
3.6e-11,85307240.0
4.32e-11,83380660.0
5.184e-11,81176980.0
6.2208e-11,78678700.0
7.46496e-11,75875710.0
8.957952e-11,72768450.0
1.074954e-10,69371120.0
1.289945e-10,65714390.0
1.547934e-10,61846750.0
1.857521e-10,57833810.0
2.229025e-10,53754570.0
2.67483e-10,49694690.0
3.209796e-10,45737410.0
3.851755e-10,41953940.0
4.622106e-10,38395940.0
5.546528e-10,35092360.0
6.655833e-10,32050170.0
7.987e-10,29260940.0
9.5844e-10,26714840.0
1.150128e-09,24390720.0
1.380154e-09,22269270.0
1.656184e-09,20332880.0
1.987421e-09,18565470.0
2.384905e-09,16952390.0
2.861886e-09,15480280.0
3.434264e-09,14136950.0
4.121117e-09,12911280.0
4.94534e-09,11793150.0
5.934408e-09,10773370.0
7.121289e-09,9843557.0
8.545547e-09,8996091.0
1.025466e-08,8224067.0
1.230559e-08,7521231.0
1.476671e-08,6881917.0
1.772005e-08,6301025.0
2.126406e-08,5773957.0
2.551687e-08,5296595.0
3.062024e-08,4865249.0
3.674429e-08,4476632.0
4.409315e-08,4127817.0
5.291178e-08,3816190.0
6.349413e-08,3539411.0
7.619296e-08,3295350.0
9.143155e-08,3082032.0
1.097179e-07,2897550.0
1.316614e-07,2739990.0
1.579937e-07,2607342.0
1.895925e-07,2497415.0
2.27511e-07,2407775.0
2.730131e-07,2335730.0
3.276158e-07,2278367.0
3.931389e-07,2232663.0
4.717667e-07,2195666.0
5.661201e-07,2164722.0
6.793441e-07,2137677.0
8.152129e-07,2113014.0
9.782555e-07,2089846.0
1.173907e-06,2067796.0
1.408688e-06,2046798.0
1.690425e-06,2026902.0
2.028511e-06,2008151.0
2.434213e-06,1990533.0
2.921055e-06,1973985.0
3.505266e-06,1958415.0
4.206319e-06,1943726.0
5.047583e-06,1929824.0
6.0571e-06,1916619.0
7.26852e-06,1904031.0
8.722224e-06,1891984.0
1.046667e-05,1880408.0
1.256e-05,1869239.0
1.5072e-05,1858417.0
1.80864e-05,1847888.0
2.170368e-05,1837599.0
2.604442e-05,1827504.0
3.125331e-05,1817556.0
3.750397e-05,1807714.0
4.500476e-05,1797940.0
5.400571e-05,1788195.0
6.480685e-05,1778445.0
7.776822e-05,1768656.0
9.332187e-05,1758799.0
0.0001119862,1748842.0
0.0001343835,1724733.0
0.0001612602,1716217.0
0.0001935122,1707359.0
0.0002322147,1698145.0
0.0002786576,1688563.0
0.0003343891,1678600.0
0.000401267,1668242.0
0.0004815203,1657478.0
0.0005778244,1646296.0
0.0006933893,1634685.0
0.0008320672,1622635.0
0.0009984806,1610139.0
0.001198177,1597192.0
0.001437812,1583789.0
0.001725374,1569931.0
0.002070449,1555620.0
0.002484539,1540865.0
0.002981447,1525674.0
0.003577736,1510064.0
0.004293284,1494053.0
0.005151941,1477665.0
0.006182329,1460929.0
0.007418794,1443876.0
0.008902553,1426542.0
0.01068306,1408966.0
0.01281968,1391190.0
0.01538361,1373258.0
0.01846033,1355215.0
0.0221524,1337107.0
0.02658288,1318978.0
0.03189946,1300875.0
0.03827935,1282839.0
0.04593522,1264913.0
0.05512226,1247133.0
0.06614672,1229536.0
0.07937606,1212153.0
0.09525127,1195011.0
0.1143015,1178134.0
0.1371618,1161540.0
0.1645942,1145246.0
0.197513,1129263.0
0.2370156,1113599.0
0.2844188,1098258.0
0.3413025,1083241.0
0.409563,1068547.0
0.4914756,1054173.0
0.5897708,1040113.0
0.7077249,1026359.0
0.8492699,1012902.0
1.019124,999733.8
1.222949,986843.1
1.467538,974219.3
1.761046,961851.4
2.113255,949728.6
2.535906,937840.0
3.043088,926175.2
3.651705,914724.2
4.382046,903477.3
5.258455,892425.7
6.310146,881560.9
7.572176,870875.4
9.086611,860361.8
10.90393,850013.7
13.08472,839824.9
15.70166,829789.8
18.842,819903.0
22.6104,810159.4
27.13247,800554.3
32.55897,791083.0
39.07076,781741.1
46.88492,772524.4
56.2619,763428.8
67.51428,754450.6
81.01714,745586.1
97.22056,736831.9
116.6647,728184.9
139.9976,719642.3
167.9971,711201.4
201.5966,702859.6
241.9159,694614.7
290.299,686464.4
348.3589,678406.2
418.0306,670438.1
501.6367,662557.6
601.9641,654762.7
722.3569,647051.1
866.8283,639420.8
1040.194,631869.5
1248.233,624395.3
1497.879,616996.1
1797.455,609669.8
2156.946,602414.6
2588.335,595228.6
3106.003,588110.0
3727.203,581057.3
4472.644,574068.7
5367.172,567142.5
6440.607,560276.8
7728.728,553469.7
9274.474,546718.6
11129.37,540021.0
13355.24,533373.6
16026.29,526773.1
19231.55,520215.4
23077.86,513696.2
27693.43,507210.6
33232.12,500753.1
39878.54,494318.0
47854.25,487899.4
57425.1,481491.3
68910.12,475087.7
82692.14,468683.2
99230.57,462273.3
119076.7,455854.1
142892.0,449422.7
171470.4,442977.3
205764.5,436516.8
246917.4,430040.9
296300.9,423550.0
355561.1,417045.7
426673.3,410531.3
512007.9,404012.6
614409.5,397498.2
737291.4,390998.6
884749.7,384525.7
1061700.0,378090.4
1274040.0,371702.7
1528848.0,365371.4
1834617.0,359104.4
2201540.0,352908.5
2641849.0,346787.4
3170218.0,340739.5
3804262.0,334754.5
4565114.0,328813.3
5478137.0,322889.7
6573764.0,316955.9
7888517.0,310988.1
9466221.0,304971.7
11359460.0,298902.4
13631360.0,292783.7
16357630.0,286622.7
19629160.0,280426.1
23554990.0,274196.8
28265980.0,267933.4
33919180.0,261630.4
40703020.0,255280.5
48843620.0,248877.3
58612340.0,242417.6
70334810.0,235901.3
84401780.0,229331.1
101282100.0,222710.6
121538600.0,216043.3
145846300.0,209333.1
175015500.0,202585.1
210018600.0,195807.0
252022400.0,189009.9
302426800.0,182208.2
362912200.0,175418.7
435494600.0,168660.0
522593500.0,161951.2
627112300.0,155312.7
752534700.0,148767.0
903041700.0,142338.5
1083650000.0,136052.2
1300380000.0,129931.0
1560456000.0,123991.8
1872547000.0,118243.8
2247057000.0,112687.8
2696468000.0,107318.1
3235762000.0,102125.1
3882914000.0,97097.25
4659497000.0,92222.8
5591396000.0,87491.3
6709675000.0,82895.32
8051610000.0,78432.72
9661932000.0,74108.12
11594320000.0,69932.18
13913180000.0,65918.34
16695820000.0,62078.09
20034980000.0,58416.64
24041980000.0,54930.56
28850370000.0,51608.06
34620450000.0,48431.67
41544540000.0,45381.92
49853450000.0,42440.97
59824140000.0,39595.05
71788960000.0,36835.81
86146760000.0,34160.63
103376100000.0,31572.29
124051300000.0,29077.88
148861600000.0,26687.03
178633900000.0,24409.92
214360700000.0,22255.41
257232800000.0,20229.89
308679400000.0,18336.88
370415300000.0,16577.18
444498300000.0,14949.26
533398000000.0,13449.73
640077600000.0,12073.79
768093100000.0,10815.56
921711800000.0,9668.279
1106054000000.0,8624.424
1327265000000.0,7675.798
1592718000000.0,6813.817
1911262000000.0,6030.055
2293514000000.0,5316.841
2752217000000.0,4667.618
3302660000000.0,4076.995
3963192000000.0,3540.598
4755830000000.0,3054.879
5706996000000.0,2616.949
6848396000000.0,2224.391
8218075000000.0,1875.085
9861690000000.0,1567.004
11834030000000.0,1298.004
14200830000000.0,1065.617
