frecuency,elastic_modulu,viscous_modulu
300.0,1569393.0,126941.1
250.0,1554316.0,130045.4
208.3333,1538784.0,133075.4
173.6111,1522810.0,135994.0
144.6759,1506412.0,138764.5
120.5633,1489614.0,141351.9
100.4694,1472446.0,143723.5
83.72449,1454830.0,144772.0
69.77041,1437067.0,146799.5
58.14201,1419048.0,148509.0
48.45167,1400821.0,149887.4
40.3764,1382437.0,150926.5
33.647,1363950.0,151622.9
28.03916,1345411.0,151978.2
23.36597,1326872.0,151998.9
19.47164,1308382.0,151695.9
16.22637,1289987.0,151084.3
13.52197,1271732.0,150182.7
11.26831,1253655.0,149012.6
9.390259,1235792.0,147597.9
7.825216,1218174.0,145964.1
6.521013,1200827.0,144137.7
5.434178,1183773.0,142145.5
4.528481,1167029.0,140014.5
3.773735,1150608.0,137770.8
3.144779,1134518.0,135439.6
2.620649,1118765.0,133044.7
2.183874,1103351.0,130608.1
1.819895,1088274.0,128149.7
1.516579,1073530.0,125687.6
1.263816,1059114.0,123237.8
1.05318,1045017.0,120813.9
0.87765,1031231.0,118427.8
0.731375,1017745.0,116089.0
0.6094792,1004549.0,113805.4
0.5078993,991630.1,111582.8
0.4232494,978977.3,109425.4
0.3527079,966578.9,107335.9
0.2939232,954423.4,105315.5
0.244936,942499.8,103364.5
0.2041134,930797.8,101482.0
0.1700945,919307.6,99666.52
0.1417454,908020.3,97916.17
0.1181212,896927.4,96228.67
0.09843429,886021.3,94601.65
0.08202858,875294.8,93032.72
0.06835715,864741.2,91519.52
0.05696429,854354.1,90059.81
0.04747024,844127.5,88651.42
0.03955853,834055.8,87292.3
0.03296545,824133.2,85980.47
0.0274712,814354.3,84713.93
0.02289267,804714.0,83490.63
0.01907723,795207.3,82308.4
0.01589769,785829.4,81165.01
0.01324807,776576.2,80058.18
0.01104006,767443.8,78985.7
0.009200051,758428.7,77945.54
0.007666709,749527.8,76935.88
0.006388924,740738.0,75955.13
0.005324104,732056.6,75001.9
0.004436753,723480.7,74074.97
0.003697294,715007.9,73173.19
0.003081078,706635.4,72295.56
0.002567565,698361.0,71441.18
