time,modulu
3e-11,86991540.0
3.6e-11,85319630.0
4.32e-11,83392680.0
5.184e-11,81188590.0
6.2208e-11,78689880.0
7.46496e-11,75886420.0
8.957952e-11,72778680.0
1.074954e-10,69380860.0
1.289945e-10,65723640.0
1.547934e-10,61855540.0
1.857521e-10,57842180.0
2.229025e-10,53762570.0
2.67483e-10,49702390.0
3.209796e-10,45744870.0
3.851755e-10,41961200.0
4.622106e-10,38403050.0
5.546528e-10,35099340.0
6.655833e-10,32057050.0
7.987e-10,29267710.0
9.5844e-10,26721500.0
1.150128e-09,24397250.0
1.380154e-09,22275670.0
1.656184e-09,20339140.0
1.987421e-09,18571590.0
2.384905e-09,16958350.0
2.861886e-09,15486070.0
3.434264e-09,14142560.0
4.121117e-09,12916690.0
4.94534e-09,11798350.0
5.934408e-09,10778340.0
7.121289e-09,9848273.0
8.545547e-09,9000534.0
1.025466e-08,8228211.0
1.230559e-08,7525045.0
1.476671e-08,6885367.0
1.772005e-08,6304073.0
2.126406e-08,5776562.0
2.551687e-08,5298707.0
3.062024e-08,4866815.0
3.674429e-08,4477595.0
4.409315e-08,4128112.0
5.291178e-08,3815752.0
6.349413e-08,3538168.0
7.619296e-08,3293234.0
9.143155e-08,3078972.0
1.097179e-07,2893490.0
1.316614e-07,2734878.0
1.579937e-07,2601151.0
1.895925e-07,2490137.0
2.27511e-07,2399432.0
2.730131e-07,2326374.0
3.276158e-07,2268076.0
3.931389e-07,2221533.0
4.717667e-07,2183803.0
5.661201e-07,2152222.0
6.793441e-07,2124615.0
8.152129e-07,2099432.0
9.782555e-07,2075756.0
1.173907e-06,2053183.0
1.408688e-06,2031633.0
1.690425e-06,2011152.0
2.028511e-06,1991783.0
2.434213e-06,1973516.0
2.921055e-06,1956289.0
3.505266e-06,1940014.0
4.206319e-06,1924592.0
5.047583e-06,1909927.0
6.0571e-06,1895930.0
7.26852e-06,1882519.0
8.722224e-06,1869616.0
1.046667e-05,1857152.0
1.256e-05,1845060.0
1.5072e-05,1833281.0
1.80864e-05,1821757.0
2.170368e-05,1810436.0
2.604442e-05,1799269.0
3.125331e-05,1788209.0
3.750397e-05,1777215.0
4.500476e-05,1766244.0
5.400571e-05,1755258.0
6.480685e-05,1744221.0
7.776822e-05,1733099.0
9.332187e-05,1721859.0
0.0001119862,1695723.0
0.0001343835,1686025.0
0.0001612602,1675940.0
0.0001935122,1665455.0
0.0002322147,1654555.0
0.0002786576,1643228.0
0.0003343891,1631460.0
0.000401267,1619239.0
0.0004815203,1606553.0
0.0005778244,1593393.0
0.0006933893,1579750.0
0.0008320672,1565619.0
0.0009984806,1550996.0
0.001198177,1535882.0
0.001437812,1520280.0
0.001725374,1504198.0
0.002070449,1487648.0
0.002484539,1470645.0
0.002981447,1453211.0
0.003577736,1435372.0
0.004293284,1417159.0
0.005151941,1398607.0
0.006182329,1379757.0
0.007418794,1360650.0
0.008902553,1341333.0
0.01068306,1321856.0
0.01281968,1302268.0
0.01538361,1282621.0
0.01846033,1262964.0
0.0221524,1243349.0
0.02658288,1223822.0
0.03189946,1204429.0
0.03827935,1185212.0
0.04593522,1166209.0
0.05512226,1147454.0
0.06614672,1128977.0
0.07937606,1110803.0
0.09525127,1092952.0
0.1143015,1075440.0
0.1371618,1058278.0
0.1645942,1041474.0
0.197513,1025030.0
0.2370156,1008946.0
0.2844188,993221.2
0.3413025,977848.8
0.409563,962821.9
0.4914756,948131.9
0.5897708,933768.9
0.7077249,919722.2
0.8492699,905980.8
1.019124,892533.4
1.222949,879368.7
1.467538,866475.7
1.761046,853843.4
2.113255,841461.3
2.535906,829319.2
3.043088,817407.1
3.651705,805715.6
4.382046,794235.5
5.258455,782958.2
6.310146,771875.6
7.572176,760980.2
9.086611,750264.9
10.90393,739723.4
13.08472,729349.5
15.70166,719137.7
18.842,709082.6
22.6104,699179.2
27.13247,689422.7
32.55897,679808.6
39.07076,670332.6
46.88492,660990.4
56.2619,651777.9
67.51428,642691.0
81.01714,633725.8
97.22056,624878.0
116.6647,616143.7
139.9976,607518.9
167.9971,598999.7
201.5966,590582.3
241.9159,582263.1
290.299,574038.4
348.3589,565904.5
418.0306,557857.5
501.6367,549893.2
601.9641,542007.2
722.3569,534194.7
866.8283,526450.8
1040.194,518770.1
1248.233,511147.1
1497.879,503575.6
1797.455,496049.6
2156.946,488562.4
2588.335,481107.6
3106.003,473678.2
3727.203,466267.4
4472.644,458868.6
5367.172,451475.3
6440.607,444082.2
7728.728,436685.1
9274.474,429281.9
11129.37,421873.5
13355.24,414464.2
16026.29,407062.8
19231.55,399682.1
23077.86,392338.9
27693.43,385051.8
33232.12,377839.3
39878.54,370715.5
47854.25,363686.9
57425.1,356749.3
68910.12,349886.9
82692.14,343075.0
99230.57,336283.5
119076.7,329482.8
142892.0,322647.8
171470.4,315760.5
205764.5,308809.4
246917.4,301788.6
296300.9,294696.4
355561.1,287534.5
426673.3,280307.2
512007.9,273021.7
614409.5,265687.3
737291.4,258315.8
884749.7,250921.3
1061700.0,243520.6
1274040.0,236133.9
1528848.0,228784.7
1834617.0,221498.8
2201540.0,214302.0
2641849.0,207216.0
3170218.0,200253.8
3804262.0,193416.4
4565114.0,186691.3
5478137.0,180054.9
6573764.0,173477.2
7888517.0,166927.5
9466221.0,160378.6
11359460.0,153809.8
13631360.0,147207.5
