frecuency,elastic_modulu,viscous_modulu
300.0,1501916.0,145244.9
250.0,1484495.0,148343.7
208.3333,1466617.0,151283.6
173.6111,1448308.0,154024.4
144.6759,1429602.0,156528.8
120.5633,1410386.0,157465.4
100.4694,1391049.0,159604.4
83.72449,1371441.0,161389.4
69.77041,1351616.0,162805.8
58.14201,1331632.0,163844.8
48.45167,1311547.0,164503.1
40.3764,1291421.0,164783.3
33.647,1271309.0,164693.5
28.03916,1251268.0,164246.7
23.36597,1231348.0,163460.8
19.47164,1211598.0,162357.6
16.22637,1192060.0,160962.1
13.52197,1172774.0,159302.2
11.26831,1153772.0,157407.3
9.390259,1135081.0,155307.9
7.825216,1116725.0,153034.9
6.521013,1098721.0,150618.5
5.434178,1081080.0,148087.9
4.528481,1063809.0,145470.9
3.773735,1046914.0,142793.1
3.144779,1030392.0,140077.9
2.620649,1014243.0,137346.3
2.183874,998458.4,134616.5
1.819895,983032.3,131904.0
1.516579,967955.6,129222.2
1.263816,953218.2,126581.8
1.05318,938809.7,123991.8
0.87765,924719.1,121459.5
0.731375,910935.2,118990.7
0.6094792,897446.5,116589.8
0.5078993,884241.3,114259.9
0.4232494,871308.1,112003.0
0.3527079,858635.5,109819.9
0.2939232,846212.2,107710.7
0.244936,834027.7,105674.2
0.2041134,822071.9,103709.0
0.1700945,810335.5,101812.8
0.1417454,798809.6,99983.48
0.1181212,787486.0,98218.37
0.09843429,776357.0,96514.87
0.08202858,765415.3,94870.24
0.06835715,754654.2,93281.69
0.05696429,744067.5,91746.49
0.04747024,733649.7,90262.01
0.03955853,723395.5,88825.92
0.03296545,713300.1,87436.27
0.0274712,703358.9,86091.46
0.02289267,693567.2,84790.22
0.01907723,683920.4,83531.41
0.01589769,674413.6,82313.87
0.01324807,665042.3,81136.34
0.01104006,655801.9,79997.46
0.009200051,646688.4,78895.84
0.007666709,637698.0,77830.21
0.006388924,628827.2,76799.55
0.005324104,620072.7,75803.17
0.004436753,611431.5,74840.65
0.003697294,602900.4,73911.96
0.003081078,594476.5,73017.35
0.002567565,586156.6,72157.51
