94 
3.000000e-09 9.802152e+03
6.000000e-09 1.850547e+03
1.200000e-08 2.198834e+03
2.400000e-08 2.611702e+03
4.800000e-08 3.100729e+03
9.600000e-08 3.679656e+03
1.920000e-07 4.364328e+03
3.840000e-07 5.171476e+03
7.680000e-07 6.121673e+03
1.536000e-06 7.236134e+03
3.072000e-06 8.538458e+03
6.144000e-06 1.005362e+04
1.228800e-05 1.180656e+04
2.457600e-05 1.382483e+04
4.915200e-05 1.613806e+04
9.830400e-05 1.878706e+04
1.966080e-04 2.183512e+04
3.932160e-04 2.539502e+04
7.864320e-04 2.964012e+04
1.572864e-03 3.480666e+04
3.145728e-03 4.103645e+04
6.291456e-03 4.811961e+04
1.258291e-02 5.522087e+04
2.516582e-02 6.090926e+04
5.033165e-02 6.368689e+04
1.006633e-01 6.303030e+04
2.013266e-01 5.927461e+04
4.026532e-01 5.499121e+04
8.053064e-01 5.010977e+04
1.610613e+00 4.584570e+04
3.221225e+00 4.230512e+04
6.442451e+00 3.940416e+04
1.288490e+01 3.699188e+04
2.576980e+01 3.493698e+04
5.153961e+01 3.315387e+04
1.030792e+02 3.162063e+04
2.061584e+02 3.024702e+04
4.123169e+02 2.906365e+04
8.246337e+02 2.796234e+04
1.649267e+03 2.694068e+04
3.298535e+03 2.605814e+04
6.597070e+03 2.526893e+04
1.319414e+04 2.444242e+04
2.638828e+04 2.370623e+04
5.277656e+04 2.303450e+04
1.055531e+05 2.225976e+04
2.111062e+05 2.155628e+04
4.222125e+05 2.094493e+04
8.444249e+05 2.044256e+04
1.688850e+06 1.996108e+04
3.377700e+06 1.950331e+04
6.755399e+06 1.910279e+04
1.351080e+07 1.870006e+04
2.702160e+07 2.165830e+04
5.404320e+07 1.991528e+04
1.080864e+08 1.722513e+04
2.161728e+08 1.684331e+04
4.323456e+08 1.763192e+04
8.646911e+08 1.944622e+04
1.729382e+09 1.872669e+04
3.458765e+09 1.530362e+04
6.917529e+09 2.141407e+04
1.383506e+10 1.447257e+04
2.767012e+10 1.990134e+04
5.534023e+10 1.469717e+04
1.106805e+11 1.648814e+04
2.213609e+11 1.901549e+04
4.427219e+11 1.633153e+04
8.854437e+11 2.116952e+04
1.770887e+12 3.245561e+04
3.541775e+12 2.148276e+04
7.083550e+12 2.040962e+04
1.416710e+13 1.497209e+04
2.833420e+13 1.071475e+04
5.666840e+13 1.609430e+04
1.133368e+14 1.325064e+04
2.266736e+14 1.233134e+04
4.533472e+14 1.333235e+04
9.066944e+14 1.463565e+04
1.813389e+15 9.226044e+03
3.626777e+15 8.694551e+03
7.253555e+15 1.357005e+04
1.450711e+16 5.274318e+03
2.901422e+16 1.095656e+04
5.802844e+16 6.708055e+03
1.160569e+17 4.077158e+03
2.321138e+17 2.995084e+03
4.642275e+17 3.720324e+03
9.284550e+17 1.690368e+03
1.856910e+18 9.735914e+02
3.713820e+18 5.141127e+02
7.427640e+18 2.387525e+02
1.485528e+19 5.144884e+01
2.971056e+19 1.993695e+01
