3.000000e-11 8.696166e+07 
3.600000e-11 8.529052e+07 
4.320000e-11 8.336443e+07 
5.184000e-11 8.116129e+07 
6.220800e-11 7.866361e+07 
7.464960e-11 7.586125e+07 
8.957952e-11 7.275464e+07 
1.074954e-10 6.935798e+07 
1.289945e-10 6.570190e+07 
1.547934e-10 6.183489e+07 
1.857521e-10 5.782251e+07 
2.229025e-10 5.374377e+07 
2.674830e-10 4.968431e+07 
3.209796e-10 4.572736e+07 
3.851755e-10 4.194414e+07 
4.622106e-10 3.838635e+07 
5.546528e-10 3.508294e+07 
6.655833e-10 3.204090e+07 
7.987000e-10 2.925182e+07 
9.584400e-10 2.670588e+07 
1.150128e-09 2.438192e+07 
1.380154e-09 2.226064e+07 
1.656184e-09 2.032444e+07 
1.987421e-09 1.855724e+07 
2.384905e-09 1.694438e+07 
2.861886e-09 1.547249e+07 
3.434264e-09 1.412941e+07 
4.121117e-09 1.290400e+07 
4.945340e-09 1.178617e+07 
5.934408e-09 1.076671e+07 
7.121289e-09 9.837234e+06 
8.545547e-09 8.990143e+06 
1.025466e-08 8.218531e+06 
1.230559e-08 7.516146e+06 
1.476671e-08 6.877331e+06 
1.772005e-08 6.296989e+06 
2.126406e-08 5.770530e+06 
2.551687e-08 5.293841e+06 
3.062024e-08 4.863242e+06 
3.674429e-08 4.475454e+06 
4.409315e-08 4.127552e+06 
5.291178e-08 3.816931e+06 
6.349413e-08 3.541253e+06 
7.619296e-08 3.298389e+06 
9.143155e-08 3.086358e+06 
1.097179e-07 2.903244e+06 
1.316614e-07 2.747115e+06 
1.579937e-07 2.615935e+06 
1.895925e-07 2.507480e+06 
2.275110e-07 2.419279e+06 
2.730131e-07 2.348600e+06 
3.276158e-07 2.292494e+06 
3.931389e-07 2.247913e+06 
4.717667e-07 2.211899e+06 
5.661201e-07 2.181809e+06 
6.793441e-07 2.155525e+06 
8.152129e-07 2.131570e+06 
9.782555e-07 2.109101e+06 
1.173907e-06 2.087775e+06 
1.408688e-06 2.067542e+06 
1.690425e-06 2.048460e+06 
2.028511e-06 2.030569e+06 
2.434213e-06 2.013853e+06 
2.921055e-06 1.998246e+06 
3.505266e-06 1.983657e+06 
4.206319e-06 1.969989e+06 
5.047583e-06 1.957148e+06 
6.057100e-06 1.945047e+06 
7.268520e-06 1.933607e+06 
8.722224e-06 1.922752e+06 
1.046667e-05 1.912416e+06 
1.256000e-05 1.902535e+06 
1.507200e-05 1.893052e+06 
1.808640e-05 1.883914e+06 
2.170368e-05 1.875070e+06 
2.604442e-05 1.866475e+06 
3.125331e-05 1.858087e+06 
3.750397e-05 1.849865e+06 
4.500476e-05 1.841772e+06 
5.400571e-05 1.833774e+06 
6.480685e-05 1.825838e+06 
7.776822e-05 1.817933e+06 
9.332187e-05 1.810032e+06 
1.119862e-04 1.802105e+06 
1.343835e-04 1.778427e+06 
1.612602e-04 1.772121e+06 
1.935122e-04 1.765559e+06 
2.322147e-04 1.758733e+06 
2.786576e-04 1.751632e+06 
3.343891e-04 1.744244e+06 
4.012670e-04 1.736560e+06 
4.815203e-04 1.728567e+06 
5.778244e-04 1.720255e+06 
6.933893e-04 1.711613e+06 
8.320672e-04 1.702629e+06 
9.984806e-04 1.693292e+06 
1.198177e-03 1.683593e+06 
1.437812e-03 1.673522e+06 
1.725374e-03 1.663070e+06 
2.070449e-03 1.652231e+06 
2.484539e-03 1.640999e+06 
2.981447e-03 1.629371e+06 
3.577736e-03 1.617346e+06 
4.293284e-03 1.604926e+06 
5.151941e-03 1.592117e+06 
6.182329e-03 1.578926e+06 
7.418794e-03 1.565365e+06 
8.902553e-03 1.551451e+06 
1.068306e-02 1.537204e+06 
1.281968e-02 1.522647e+06 
1.538361e-02 1.507808e+06 
1.846033e-02 1.492719e+06 
2.215240e-02 1.477414e+06 
2.658288e-02 1.461930e+06 
3.189946e-02 1.446308e+06 
3.827935e-02 1.430589e+06 
4.593522e-02 1.414815e+06 
5.512226e-02 1.399029e+06 
6.614672e-02 1.383272e+06 
7.937606e-02 1.367584e+06 
9.525127e-02 1.352005e+06 
1.143015e-01 1.336568e+06 
1.371618e-01 1.321307e+06 
1.645942e-01 1.306248e+06 
1.975130e-01 1.291416e+06 
2.370156e-01 1.276831e+06 
