H 
4.000000e+01 
200 
5 
-1 -1 1 2 4.344161e+01 9.227774e-04
-1 -1 0 2 4.209411e+01 8.941541e-04
0 1 3 4 3.894371e+01 8.272339e-04
2 4 -1 -1 1.081505e+02 2.297309e-03
2 3 -1 -1 7.617128e+01 1.618014e-03
5 
-1 -1 1 2 6.227978e+01 1.322934e-03
-1 -1 0 2 5.071039e+01 1.077179e-03
0 1 3 4 4.080544e+01 8.667805e-04
2 4 -1 -1 4.036130e+01 8.573460e-04
2 3 -1 -1 6.593165e+01 1.400506e-03
5 
-1 -1 1 2 3.387078e+01 7.194758e-04
-1 -1 0 2 6.733440e+01 1.430303e-03
0 1 3 4 3.683423e+01 7.824247e-04
2 4 -1 -1 3.115880e+01 6.618686e-04
2 3 -1 -1 4.178709e+01 8.876324e-04
5 
-1 -1 1 2 2.195901e+01 4.664486e-04
-1 -1 0 2 1.731651e+01 3.678335e-04
0 1 3 4 6.982753e+01 1.483261e-03
2 4 -1 -1 3.616390e+01 7.681858e-04
2 3 -1 -1 6.756424e+01 1.435185e-03
5 
-1 -1 1 2 6.131670e+01 1.302476e-03
-1 -1 0 2 1.798853e+01 3.821085e-04
0 1 3 4 2.203621e+01 4.680884e-04
2 4 -1 -1 1.054493e+02 2.239932e-03
2 3 -1 -1 5.667896e+01 1.203962e-03
5 
-1 -1 1 2 3.511615e+01 7.459296e-04
-1 -1 0 2 3.265486e+01 6.936474e-04
0 1 3 4 4.149278e+01 8.813807e-04
2 4 -1 -1 8.633746e+01 1.833962e-03
2 3 -1 -1 4.369273e+01 9.281115e-04
5 
-1 -1 1 2 5.544799e+01 1.177814e-03
-1 -1 0 2 1.063936e+01 2.259991e-04
0 1 3 4 4.595395e+01 9.761439e-04
2 4 -1 -1 1.032995e+01 2.194265e-04
2 3 -1 -1 6.402100e+01 1.359920e-03
5 
-1 -1 1 2 8.406361e+01 1.785661e-03
-1 -1 0 2 3.228060e+01 6.856975e-04
0 1 3 4 4.783135e+01 1.016023e-03
2 4 -1 -1 1.683261e+01 3.575547e-04
2 3 -1 -1 9.634852e+01 2.046615e-03
5 
-1 -1 1 2 5.108856e+01 1.085212e-03
-1 -1 0 2 8.984570e+01 1.908483e-03
0 1 3 4 5.515676e+01 1.171628e-03
2 4 -1 -1 1.574933e+01 3.345438e-04
2 3 -1 -1 1.096026e+02 2.328156e-03
5 
-1 -1 1 2 2.433206e+01 5.168564e-04
-1 -1 0 2 3.929414e+01 8.346776e-04
0 1 3 4 3.675857e+01 7.808177e-04
2 4 -1 -1 2.223862e+01 4.723880e-04
2 3 -1 -1 3.692320e+01 7.843148e-04
5 
-1 -1 1 2 1.795126e+01 3.813168e-04
-1 -1 0 2 3.871878e+01 8.224559e-04
0 1 3 4 7.257828e+01 1.541692e-03
2 4 -1 -1 2.873647e+01 6.104139e-04
2 3 -1 -1 3.329365e+01 7.072165e-04
5 
-1 -1 1 2 2.534035e+01 5.382743e-04
-1 -1 0 2 4.706027e+01 9.996440e-04
0 1 3 4 3.475053e+01 7.381632e-04
2 4 -1 -1 5.955081e+01 1.264966e-03
2 3 -1 -1 4.790687e+01 1.017627e-03
5 
-1 -1 1 2 1.450404e+01 3.080917e-04
-1 -1 0 2 2.656449e+01 5.642772e-04
0 1 3 4 6.183729e+01 1.313534e-03
2 4 -1 -1 3.479230e+01 7.390506e-04
2 3 -1 -1 2.705778e+01 5.747556e-04
5 
-1 -1 1 2 4.300128e+01 9.134240e-04
-1 -1 0 2 4.505604e+01 9.570707e-04
0 1 3 4 6.399203e+01 1.359305e-03
2 4 -1 -1 2.326968e+01 4.942894e-04
2 3 -1 -1 2.692706e+01 5.719787e-04
5 
-1 -1 1 2 5.944322e+01 1.262680e-03
-1 -1 0 2 2.701590e+01 5.738659e-04
0 1 3 4 5.449025e+01 1.157470e-03
2 4 -1 -1 1.442999e+02 3.065187e-03
2 3 -1 -1 1.025001e+02 2.177284e-03
5 
-1 -1 1 2 6.311911e+01 1.340762e-03
-1 -1 0 2 1.205669e+02 2.561056e-03
0 1 3 4 3.216227e+01 6.831840e-04
2 4 -1 -1 1.624834e+01 3.451438e-04
2 3 -1 -1 7.542199e+01 1.602098e-03
5 
-1 -1 1 2 7.710536e+01 1.637855e-03
-1 -1 0 2 6.603540e+01 1.402710e-03
0 1 3 4 3.439252e+01 7.305585e-04
2 4 -1 -1 1.800469e+02 3.824518e-03
2 3 -1 -1 2.275487e+01 4.833540e-04
5 
-1 -1 1 2 4.778967e+01 1.015138e-03
-1 -1 0 2 8.327172e+01 1.768840e-03
0 1 3 4 6.329616e+01 1.344523e-03
2 4 -1 -1 2.519365e+01 5.351580e-04
2 3 -1 -1 1.295499e+01 2.751872e-04
5 
-1 -1 1 2 3.928375e+01 8.344569e-04
-1 -1 0 2 7.836291e+01 1.664568e-03
0 1 3 4 4.961787e+01 1.053972e-03
2 4 -1 -1 7.765171e+01 1.649461e-03
2 3 -1 -1 3.336938e+01 7.088251e-04
5 
-1 -1 1 2 1.290075e+02 2.740349e-03
-1 -1 0 2 2.465627e+01 5.237432e-04
0 1 3 4 2.723373e+01 5.784929e-04
2 4 -1 -1 3.556748e+01 7.555168e-04
2 3 -1 -1 2.586248e+01 5.493652e-04
5 
-1 -1 1 2 1.802695e+01 3.829246e-04
-1 -1 0 2 1.992055e+01 4.231481e-04
0 1 3 4 4.650742e+01 9.879007e-04
2 4 -1 -1 1.233639e+01 2.620469e-04
2 3 -1 -1 7.465332e+01 1.585770e-03
5 
-1 -1 1 2 3.031408e+01 6.439252e-04
-1 -1 0 2 1.715517e+01 3.644064e-04
0 1 3 4 3.303607e+01 7.017452e-04
2 4 -1 -1 1.460487e+01 3.102335e-04
2 3 -1 -1 2.616737e+01 5.558417e-04
5 
-1 -1 1 2 2.359952e+01 5.012959e-04
-1 -1 0 2 1.547454e+02 3.287068e-03
0 1 3 4 6.897005e+01 1.465047e-03
2 4 -1 -1 7.628470e+01 1.620423e-03
2 3 -1 -1 3.256002e+01 6.916330e-04
5 
-1 -1 1 2 1.575709e+01 3.347087e-04
-1 -1 0 2 1.270102e+02 2.697923e-03
0 1 3 4 4.349155e+01 9.238382e-04
2 4 -1 -1 1.843048e+01 3.914962e-04
2 3 -1 -1 2.476936e+01 5.261453e-04
5 
-1 -1 1 2 2.124541e+01 4.512903e-04
-1 -1 0 2 3.651266e+01 7.755941e-04
0 1 3 4 4.401646e+01 9.349881e-04
2 4 -1 -1 3.698882e+01 7.857085e-04
2 3 -1 -1 3.431261e+01 7.288610e-04
5 
-1 -1 1 2 1.691512e+01 3.593072e-04
-1 -1 0 2 6.258078e+01 1.329327e-03
0 1 3 4 3.454605e+01 7.338198e-04
2 4 -1 -1 1.146994e+01 2.436420e-04
2 3 -1 -1 7.198260e+01 1.529039e-03
5 
-1 -1 1 2 6.254580e+01 1.328584e-03
-1 -1 0 2 9.648714e+01 2.049559e-03
0 1 3 4 5.906033e+01 1.254547e-03
2 4 -1 -1 1.877686e+01 3.988540e-04
2 3 -1 -1 3.529111e+01 7.496461e-04
5 
-1 -1 1 2 8.915811e+00 1.893877e-04
-1 -1 0 2 3.731678e+01 7.926750e-04
0 1 3 4 5.388310e+01 1.144573e-03
2 4 -1 -1 9.595476e+01 2.038250e-03
2 3 -1 -1 6.513760e+01 1.383639e-03
5 
-1 -1 1 2 5.901119e+01 1.253503e-03
-1 -1 0 2 5.649456e+01 1.200045e-03
0 1 3 4 5.277337e+01 1.121001e-03
2 4 -1 -1 6.345252e+01 1.347845e-03
2 3 -1 -1 1.092212e+02 2.320053e-03
5 
-1 -1 1 2 4.181308e+01 8.881844e-04
-1 -1 0 2 6.550521e+01 1.391447e-03
0 1 3 4 4.402943e+01 9.352636e-04
2 4 -1 -1 1.118431e+01 2.375747e-04
2 3 -1 -1 3.851712e+01 8.181723e-04
5 
-1 -1 1 2 7.313683e+00 1.553557e-04
-1 -1 0 2 6.996246e+01 1.486128e-03
0 1 3 4 4.718128e+01 1.002215e-03
2 4 -1 -1 1.851166e+01 3.932207e-04
2 3 -1 -1 5.555705e+01 1.180131e-03
5 
-1 -1 1 2 8.686226e+01 1.845110e-03
-1 -1 0 2 3.398099e+01 7.218168e-04
0 1 3 4 5.858281e+01 1.244403e-03
2 4 -1 -1 2.142889e+01 4.551879e-04
2 3 -1 -1 2.866805e+01 6.089606e-04
5 
-1 -1 1 2 2.825308e+01 6.001459e-04
-1 -1 0 2 9.812126e+01 2.084271e-03
0 1 3 4 2.615040e+01 5.554812e-04
2 4 -1 -1 1.186387e+01 2.520098e-04
2 3 -1 -1 5.535454e+01 1.175829e-03
5 
-1 -1 1 2 1.082787e+02 2.300034e-03
-1 -1 0 2 3.009657e+01 6.393048e-04
0 1 3 4 4.200560e+01 8.922740e-04
2 4 -1 -1 4.613751e+01 9.800430e-04
2 3 -1 -1 1.749811e+01 3.716912e-04
5 
-1 -1 1 2 3.213168e+01 6.825342e-04
-1 -1 0 2 2.481845e+01 5.271881e-04
0 1 3 4 3.228528e+01 6.857969e-04
2 4 -1 -1 1.397761e+01 2.969094e-04
2 3 -1 -1 3.143751e+01 6.677888e-04
5 
-1 -1 1 2 1.860597e+01 3.952241e-04
-1 -1 0 2 4.022350e+01 8.544190e-04
0 1 3 4 1.260515e+02 2.677558e-03
2 4 -1 -1 1.703622e+01 3.618796e-04
2 3 -1 -1 2.931596e+01 6.227233e-04
5 
-1 -1 1 2 3.518061e+01 7.472988e-04
-1 -1 0 2 3.736824e+01 7.937682e-04
0 1 3 4 4.956379e+01 1.052823e-03
2 4 -1 -1 2.816114e+01 5.981929e-04
2 3 -1 -1 2.190371e+01 4.652739e-04
5 
-1 -1 1 2 4.407764e+01 9.362878e-04
-1 -1 0 2 2.912923e+01 6.187568e-04
0 1 3 4 6.255701e+01 1.328823e-03
2 4 -1 -1 5.157116e+01 1.095463e-03
2 3 -1 -1 4.263327e+01 9.056067e-04
5 
-1 -1 1 2 3.915191e+01 8.316564e-04
-1 -1 0 2 2.115133e+01 4.492920e-04
0 1 3 4 2.872577e+01 6.101867e-04
2 4 -1 -1 9.402410e+00 1.997240e-04
2 3 -1 -1 3.474394e+01 7.380233e-04
5 
-1 -1 1 2 1.008552e+01 2.142345e-04
-1 -1 0 2 3.211847e+01 6.822537e-04
0 1 3 4 7.577020e+01 1.609494e-03
2 4 -1 -1 1.071830e+02 2.276758e-03
2 3 -1 -1 3.780533e+01 8.030527e-04
5 
-1 -1 1 2 3.011985e+01 6.397993e-04
-1 -1 0 2 6.543711e+01 1.390001e-03
0 1 3 4 3.344034e+01 7.103324e-04
2 4 -1 -1 7.192932e+01 1.527907e-03
2 3 -1 -1 3.824802e+01 8.124561e-04
5 
-1 -1 1 2 1.072881e+01 2.278991e-04
-1 -1 0 2 6.070534e+01 1.289490e-03
0 1 3 4 3.070587e+01 6.522475e-04
2 4 -1 -1 5.270858e+01 1.119624e-03
2 3 -1 -1 4.186663e+01 8.893219e-04
5 
-1 -1 1 2 5.590707e+01 1.187566e-03
-1 -1 0 2 3.581887e+01 7.608567e-04
0 1 3 4 8.112124e+01 1.723160e-03
2 4 -1 -1 1.668280e+01 3.543725e-04
2 3 -1 -1 4.918539e+01 1.044786e-03
5 
-1 -1 1 2 3.185963e+01 6.767553e-04
-1 -1 0 2 3.475480e+01 7.382540e-04
0 1 3 4 4.575319e+01 9.718794e-04
2 4 -1 -1 8.996073e+00 1.910926e-04
2 3 -1 -1 1.408593e+01 2.992104e-04
5 
-1 -1 1 2 4.377776e+01 9.299177e-04
-1 -1 0 2 2.668217e+01 5.667769e-04
0 1 3 4 4.269284e+01 9.068721e-04
2 4 -1 -1 1.961404e+02 4.166372e-03
2 3 -1 -1 2.351181e+01 4.994328e-04
5 
-1 -1 1 2 3.757603e+01 7.981820e-04
-1 -1 0 2 4.147181e+01 8.809352e-04
0 1 3 4 3.725086e+01 7.912748e-04
