1.000000e+08 1.042315e+07 9.399718e+06 
9.090909e+07 9.940908e+06 8.958561e+06 
8.264463e+07 9.481094e+06 8.537013e+06 
7.513148e+07 9.042686e+06 8.134771e+06 
6.830135e+07 8.624704e+06 7.750705e+06 
6.209213e+07 8.226215e+06 7.383720e+06 
5.644739e+07 7.846341e+06 7.033164e+06 
5.131581e+07 7.484246e+06 6.698206e+06 
4.665074e+07 7.139137e+06 6.377889e+06 
4.240976e+07 6.810272e+06 6.071603e+06 
3.855433e+07 6.496945e+06 5.778499e+06 
3.504939e+07 6.198502e+06 5.498010e+06 
3.186308e+07 5.914324e+06 5.229268e+06 
2.896644e+07 5.643842e+06 4.971782e+06 
2.633313e+07 5.386527e+06 4.725088e+06 
2.393920e+07 5.141892e+06 4.488208e+06 
2.176291e+07 4.909498e+06 4.260900e+06 
1.978447e+07 4.688946e+06 4.042397e+06 
1.798588e+07 4.479884e+06 3.832507e+06 
1.635080e+07 4.281999e+06 3.630528e+06 
1.486436e+07 4.095025e+06 3.436290e+06 
1.351306e+07 3.918723e+06 3.249058e+06 
1.228460e+07 3.752897e+06 3.069038e+06 
1.116782e+07 3.597366e+06 2.895496e+06 
1.015256e+07 3.451968e+06 2.728566e+06 
9.229600e+06 3.316541e+06 2.568009e+06 
8.390545e+06 3.190909e+06 2.413823e+06 
7.627768e+06 3.074865e+06 2.265827e+06 
6.934335e+06 2.968163e+06 2.124348e+06 
6.303941e+06 2.870494e+06 1.989060e+06 
5.730855e+06 2.781489e+06 1.860326e+06 
5.209868e+06 2.700708e+06 1.738276e+06 
4.736244e+06 2.627644e+06 1.622778e+06 
4.305676e+06 2.561737e+06 1.514072e+06 
3.914251e+06 2.502381e+06 1.411998e+06 
3.558410e+06 2.448952e+06 1.316524e+06 
3.234918e+06 2.400819e+06 1.227532e+06 
2.940835e+06 2.357368e+06 1.144869e+06 
2.673486e+06 2.318015e+06 1.068137e+06 
2.430442e+06 2.282223e+06 9.971447e+05 
2.209493e+06 2.249507e+06 9.315863e+05 
2.008630e+06 2.219438e+06 8.711012e+05 
1.826027e+06 2.191644e+06 8.152909e+05 
1.660025e+06 2.165807e+06 7.638913e+05 
1.509113e+06 2.141660e+06 7.165602e+05 
1.371921e+06 2.118977e+06 6.728996e+05 
1.247201e+06 2.097571e+06 6.326935e+05 
1.133819e+06 2.077287e+06 5.956536e+05 
1.030745e+06 2.057994e+06 5.614672e+05 
9.370406e+05 2.039584e+06 5.299369e+05 
8.518551e+05 2.021965e+06 5.008409e+05 
7.744138e+05 2.005062e+06 4.739854e+05 
7.040125e+05 1.988807e+06 4.491882e+05 
6.400114e+05 1.973143e+06 4.262786e+05 
5.818285e+05 1.958020e+06 4.051050e+05 
5.289350e+05 1.943395e+06 3.855321e+05 
4.808500e+05 1.929228e+06 3.674364e+05 
4.371364e+05 1.915485e+06 3.507053e+05 
3.973967e+05 1.902133e+06 3.352360e+05 
3.612697e+05 1.889144e+06 3.209341e+05 
3.284270e+05 1.876490e+06 3.077136e+05 
2.985700e+05 1.864148e+06 2.954957e+05 
2.714273e+05 1.852095e+06 2.842079e+05 
2.467521e+05 1.840309e+06 2.737841e+05 
2.243201e+05 1.828771e+06 2.641637e+05 
2.039273e+05 1.817461e+06 2.552909e+05 
1.853885e+05 1.806362e+06 2.471146e+05 
1.685350e+05 1.795456e+06 2.395879e+05 
1.532136e+05 1.784729e+06 2.326676e+05 
1.392851e+05 1.774163e+06 2.263137e+05 
1.266228e+05 1.763744e+06 2.204895e+05 
1.151117e+05 1.753457e+06 2.151609e+05 
1.046470e+05 1.743289e+06 2.102962e+05 
9.513361e+04 1.733227e+06 2.058662e+05 
8.648510e+04 1.723258e+06 2.018436e+05 
7.862282e+04 1.713371e+06 1.982031e+05 
7.147529e+04 1.703553e+06 1.949213e+05 
6.497754e+04 1.693796e+06 1.919765e+05 
5.907049e+04 1.684087e+06 1.893487e+05 
5.370044e+04 1.674419e+06 1.870196e+05 
4.881859e+04 1.664780e+06 1.849724e+05 
4.438053e+04 1.655163e+06 1.831913e+05 
4.034594e+04 1.645558e+06 1.816620e+05 
3.667813e+04 1.635957e+06 1.803712e+05 
3.334375e+04 1.626351e+06 1.793061e+05 
3.031250e+04 1.616730e+06 1.784550e+05 
2.755682e+04 1.607088e+06 1.778065e+05 
2.505165e+04 1.597417e+06 1.773498e+05 
2.277423e+04 1.587708e+06 1.770748e+05 
2.070385e+04 1.577954e+06 1.769717e+05 
1.882168e+04 1.568150e+06 1.770314e+05 
1.711062e+04 1.558290e+06 1.772453e+05 
1.555511e+04 1.548367e+06 1.776055e+05 
1.414101e+04 1.538375e+06 1.781048e+05 
1.285546e+04 1.528311e+06 1.787366e+05 
1.168678e+04 1.518170e+06 1.794953e+05 
1.062435e+04 1.507945e+06 1.803753e+05 
9.658497e+03 1.497632e+06 1.813721e+05 
8.780452e+03 1.487226e+06 1.824811e+05 
7.982229e+03 1.476723e+06 1.836985e+05 
7.256572e+03 1.466116e+06 1.850203e+05 
6.596883e+03 1.455400e+06 1.864431e+05 
5.997167e+03 1.444570e+06 1.879634e+05 
5.451970e+03 1.433619e+06 1.895777e+05 
4.956336e+03 1.422543e+06 1.912825e+05 
4.505760e+03 1.411334e+06 1.930742e+05 
4.096145e+03 1.399987e+06 1.949491e+05 
3.723769e+03 1.388495e+06 1.969028e+05 
3.385244e+03 1.376852e+06 1.989308e+05 
3.077495e+03 1.365052e+06 2.010281e+05 
2.797722e+03 1.353088e+06 2.031890e+05 
2.543384e+03 1.340955e+06 2.054073e+05 
2.312167e+03 1.328646e+06 2.076761e+05 
2.101970e+03 1.316157e+06 2.099878e+05 
1.910882e+03 1.303484e+06 2.123344e+05 
1.737166e+03 1.290621e+06 2.147073e+05 
1.579241e+03 1.277567e+06 2.170971e+05 
1.435674e+03 1.264319e+06 2.194943e+05 
1.305158e+03 1.250876e+06 2.218890e+05 
1.186507e+03 1.237237e+06 2.242711e+05 
1.078643e+03 1.223404e+06 2.266301e+05 
9.805847e+02 1.209378e+06 2.289559e+05 
8.914406e+02 1.195161e+06 2.312380e+05 
8.104005e+02 1.180758e+06 2.334663e+05 
7.367278e+02 1.166173e+06 2.356310e+05 
6.697525e+02 1.151412e+06 2.377223e+05 
6.088659e+02 1.136482e+06 2.397310e+05 
5.535145e+02 1.121389e+06 2.416482e+05 
5.031950e+02 1.106048e+06 2.413192e+05 
4.574500e+02 1.090671e+06 2.432228e+05 
4.158636e+02 1.075156e+06 2.449943e+05 
3.780578e+02 1.059512e+06 2.466285e+05 
3.436889e+02 1.043751e+06 2.481210e+05 
3.124445e+02 1.027883e+06 2.494676e+05 
2.840404e+02 1.011920e+06 2.506650e+05 
2.582186e+02 9.958743e+05 2.517104e+05 
2.347442e+02 9.797566e+05 2.526013e+05 
2.134038e+02 9.635787e+05 2.533358e+05 
1.940034e+02 9.473522e+05 2.539126e+05 
1.763668e+02 9.310886e+05 2.543306e+05 
1.603334e+02 9.147993e+05 2.545891e+05 
1.457577e+02 8.984956e+05 2.546876e+05 
1.325070e+02 8.821887e+05 2.546260e+05 
1.204609e+02 8.658897e+05 2.544044e+05 
1.095099e+02 8.496097e+05 2.540232e+05 
9.955444e+01 8.333594e+05 2.534831e+05 
9.050404e+01 8.171495e+05 2.527851e+05 
8.227640e+01 8.009899e+05 2.519304e+05 
7.479673e+01 7.848905e+05 2.509200e+05 
6.799702e+01 7.688605e+05 2.497549e+05 
6.181548e+01 7.529087e+05 2.484357e+05 
5.619589e+01 7.370441e+05 2.469620e+05 
5.108717e+01 7.212756e+05 2.453329e+05 
4.644288e+01 7.056129e+05 2.435466e+05 
4.222080e+01 6.900670e+05 2.416008e+05 
3.838255e+01 6.746504e+05 2.394927e+05 
3.489323e+01 6.593775e+05 2.372204e+05 
3.172111e+01 6.442645e+05 2.347830e+05 
2.883738e+01 6.293293e+05 2.321815e+05 
2.621580e+01 6.145909e+05 2.294197e+05 
2.383254e+01 6.000685e+05 2.265044e+05 
2.166595e+01 5.857805e+05 2.234454e+05 
1.969632e+01 5.717441e+05 2.202558e+05 
1.790574e+01 5.579741e+05 2.169509e+05 
1.627795e+01 5.444826e+05 2.135482e+05 
1.479813e+01 5.312788e+05 2.100662e+05 
