3.000000e-11 8.699082e+07 
3.600000e-11 8.531685e+07 
4.320000e-11 8.338785e+07 
5.184000e-11 8.118183e+07 
6.220800e-11 7.868143e+07 
7.464960e-11 7.587671e+07 
8.957952e-11 7.276834e+07 
1.074954e-10 6.937074e+07 
1.289945e-10 6.571479e+07 
1.547934e-10 6.184920e+07 
1.857521e-10 5.783970e+07 
2.229025e-10 5.376532e+07 
2.674830e-10 4.971160e+07 
3.209796e-10 4.576150e+07 
3.851755e-10 4.198583e+07 
4.622106e-10 3.843581e+07 
5.546528e-10 3.513995e+07 
6.655833e-10 3.210509e+07 
7.987000e-10 2.932241e+07 
9.584400e-10 2.678180e+07 
1.150128e-09 2.446245e+07 
1.380154e-09 2.234481e+07 
1.656184e-09 2.041148e+07 
1.987421e-09 1.864651e+07 
2.384905e-09 1.703515e+07 
2.861886e-09 1.556399e+07 
3.434264e-09 1.422104e+07 
4.121117e-09 1.299504e+07 
4.945340e-09 1.187589e+07 
5.934408e-09 1.085445e+07 
7.121289e-09 9.922251e+06 
8.545547e-09 9.071644e+06 
1.025466e-08 8.295804e+06 
1.230559e-08 7.588283e+06 
1.476671e-08 6.943428e+06 
1.772005e-08 6.356058e+06 
2.126406e-08 5.821454e+06 
2.551687e-08 5.335502e+06 
3.062024e-08 4.894334e+06 
3.674429e-08 4.494585e+06 
4.409315e-08 4.133207e+06 
5.291178e-08 3.807497e+06 
6.349413e-08 3.515078e+06 
7.619296e-08 3.253758e+06 
9.143155e-08 3.021591e+06 
1.097179e-07 2.816754e+06 
1.316614e-07 2.637552e+06 
1.579937e-07 2.482218e+06 
1.895925e-07 2.349053e+06 
2.275110e-07 2.236137e+06 
2.730131e-07 2.141386e+06 
3.276158e-07 2.062509e+06 
3.931389e-07 1.997017e+06 
4.717667e-07 1.942317e+06 
5.661201e-07 1.895847e+06 
6.793441e-07 1.855253e+06 
8.152129e-07 1.818561e+06 
9.782555e-07 1.784287e+06 
1.173907e-06 1.751460e+06 
1.408688e-06 1.719547e+06 
