0.000000e+00 1.000000e+00 1.000000e+00  1.000000e+00 
1.000000e-04 1.000000e+00 9.975093e-01  9.941095e-01 
1.005000e-04 1.000000e+00 9.950249e-01 9.941022e-01  
1.010025e-04 9.940948e-01 9.940948e-01 9.940948e-01  
1.015075e-04 9.940875e-01 9.940875e-01 9.940875e-01  
1.020151e-04 9.940801e-01 9.940801e-01 9.940801e-01  
1.025251e-04 9.940727e-01 9.940727e-01 9.940727e-01  
1.030378e-04 9.940654e-01 9.940654e-01 9.940654e-01  
1.035529e-04 9.940580e-01 9.940580e-01 9.940580e-01  
1.040707e-04 9.940506e-01 9.940506e-01 9.940506e-01  
1.045911e-04 9.940432e-01 9.940432e-01 9.940432e-01  
1.051140e-04 9.940357e-01 9.940357e-01 9.940357e-01  
1.056396e-04 9.940283e-01 9.940283e-01 9.940283e-01  
1.061678e-04 9.940209e-01 9.940209e-01 9.940209e-01  
1.066986e-04 9.940134e-01 9.940134e-01 9.940134e-01  
1.072321e-04 9.940060e-01 9.940060e-01 9.940060e-01  
1.077683e-04 9.939985e-01 9.939985e-01 9.939985e-01  
1.083071e-04 9.939910e-01 9.939910e-01 9.939910e-01  
1.088487e-04 9.939836e-01 9.939836e-01 9.939836e-01  
1.093929e-04 9.939761e-01 9.939761e-01 9.939761e-01  
1.099399e-04 9.939686e-01 9.939686e-01 9.939686e-01  
1.104896e-04 9.939610e-01 9.939610e-01 9.939610e-01  
1.110420e-04 9.939535e-01 9.939535e-01 9.939535e-01  
1.115972e-04 9.939460e-01 9.939460e-01 9.939460e-01  
1.121552e-04 9.939385e-01 9.939385e-01 9.939385e-01  
1.127160e-04 9.939309e-01 9.939309e-01 9.939309e-01  
1.132796e-04 9.939233e-01 9.939233e-01 9.939233e-01  
1.138460e-04 9.939158e-01 9.939158e-01 9.939158e-01  
1.144152e-04 9.939082e-01 9.939082e-01 9.939082e-01  
1.149873e-04 9.939006e-01 9.939006e-01 9.939006e-01  
1.155622e-04 9.938930e-01 9.938930e-01 9.938930e-01  
1.161400e-04 9.938854e-01 9.938854e-01 9.938854e-01  
1.167207e-04 9.938778e-01 9.938778e-01 9.938778e-01  
1.173043e-04 9.938702e-01 9.938702e-01 9.938702e-01  
1.178908e-04 9.938625e-01 9.938625e-01 9.938625e-01  
1.184803e-04 9.938549e-01 9.938549e-01 9.938549e-01  
1.190727e-04 9.938472e-01 9.938472e-01 9.938472e-01  
1.196681e-04 9.938396e-01 9.938396e-01 9.938396e-01  
1.202664e-04 9.938319e-01 9.938319e-01 9.938319e-01  
1.208677e-04 9.938242e-01 9.938242e-01 9.938242e-01  
1.214721e-04 9.938165e-01 9.938165e-01 9.938165e-01  
1.220794e-04 9.938088e-01 9.938088e-01 9.938088e-01  
1.226898e-04 9.938011e-01 9.938011e-01 9.938011e-01  
1.233033e-04 9.937934e-01 9.937934e-01 9.937934e-01  
1.239198e-04 9.937857e-01 9.937857e-01 9.937857e-01  
1.245394e-04 9.937779e-01 9.937779e-01 9.937779e-01  
1.251621e-04 9.937702e-01 9.937702e-01 9.937702e-01  
1.257879e-04 9.937624e-01 9.937624e-01 9.937624e-01  
1.264168e-04 9.937547e-01 9.937547e-01 9.937547e-01  
1.270489e-04 9.937469e-01 9.937469e-01 9.937469e-01  
1.276842e-04 9.937391e-01 9.937391e-01 9.937391e-01  
1.283226e-04 9.937313e-01 9.937313e-01 9.937313e-01  
1.289642e-04 9.937235e-01 9.937235e-01 9.937235e-01  
1.296090e-04 9.937157e-01 9.937157e-01 9.937157e-01  
1.302571e-04 9.937078e-01 9.937078e-01 9.937078e-01  
1.309083e-04 9.937000e-01 9.937000e-01 9.937000e-01  
1.315629e-04 9.936922e-01 9.936922e-01 9.936922e-01  
1.322207e-04 9.936843e-01 9.936843e-01 9.936843e-01  
1.328818e-04 9.936764e-01 9.936764e-01 9.936764e-01  
1.335462e-04 9.936686e-01 9.936686e-01 9.936686e-01  
1.342139e-04 9.936607e-01 9.936607e-01 9.936607e-01  
1.348850e-04 9.936528e-01 9.936528e-01 9.936528e-01  
1.355594e-04 9.936449e-01 9.936449e-01 9.936449e-01  
1.362372e-04 9.936370e-01 9.936370e-01 9.936370e-01  
1.369184e-04 9.936290e-01 9.936290e-01 9.936290e-01  
1.376030e-04 9.936211e-01 9.936211e-01 9.936211e-01  
1.382910e-04 9.936132e-01 9.936132e-01 9.936132e-01  
1.389825e-04 9.936052e-01 9.936052e-01 9.936052e-01  
1.396774e-04 9.935972e-01 9.935972e-01 9.935972e-01  
1.403758e-04 9.935893e-01 9.935893e-01 9.935893e-01  
1.410777e-04 9.935813e-01 9.935813e-01 9.935813e-01  
1.417831e-04 9.935733e-01 9.935733e-01 9.935733e-01  
1.424920e-04 9.935653e-01 9.935653e-01 9.935653e-01  
1.432044e-04 9.935573e-01 9.935573e-01 9.935573e-01  
1.439204e-04 9.935493e-01 9.935493e-01 9.935493e-01  
1.446401e-04 9.935412e-01 9.935412e-01 9.935412e-01  
1.453633e-04 9.935332e-01 9.935332e-01 9.935332e-01  
1.460901e-04 9.935251e-01 9.935251e-01 9.935251e-01  
1.468205e-04 9.935171e-01 9.935171e-01 9.935171e-01  
1.475546e-04 9.935090e-01 9.935090e-01 9.935090e-01  
1.482924e-04 9.935009e-01 9.935009e-01 9.935009e-01  
1.490339e-04 9.934928e-01 9.934928e-01 9.934928e-01  
1.497790e-04 9.934847e-01 9.934847e-01 9.934847e-01  
1.505279e-04 9.934766e-01 9.934766e-01 9.934766e-01  
1.512806e-04 9.934685e-01 9.934685e-01 9.934685e-01  
1.520370e-04 9.934603e-01 9.934603e-01 9.934603e-01  
1.527971e-04 9.934522e-01 9.934522e-01 9.934522e-01  
1.535611e-04 9.934440e-01 9.934440e-01 9.934440e-01  
1.543289e-04 9.934359e-01 9.934359e-01 9.934359e-01  
1.551006e-04 9.934277e-01 9.934277e-01 9.934277e-01  
1.558761e-04 9.934195e-01 9.934195e-01 9.934195e-01  
1.566555e-04 9.934113e-01 9.934113e-01 9.934113e-01  
1.574387e-04 9.934031e-01 9.934031e-01 9.934031e-01  
1.582259e-04 9.933949e-01 9.933949e-01 9.933949e-01  
1.590171e-04 9.933867e-01 9.933867e-01 9.933867e-01  
1.598122e-04 9.933784e-01 9.933784e-01 9.933784e-01  
1.606112e-04 9.933702e-01 9.933702e-01 9.933702e-01  
1.614143e-04 9.933619e-01 9.933619e-01 9.933619e-01  
1.622213e-04 9.933537e-01 9.933537e-01 9.933537e-01  
1.630324e-04 9.933454e-01 9.933454e-01 9.933454e-01  
1.638476e-04 9.933371e-01 9.933371e-01 9.933371e-01  
1.646668e-04 9.933288e-01 9.933288e-01 9.933288e-01  
1.654902e-04 9.933205e-01 9.933205e-01 9.933205e-01  
1.663176e-04 9.933122e-01 9.933122e-01 9.933122e-01  
1.671492e-04 9.933038e-01 9.933038e-01 9.933038e-01  
1.679850e-04 9.932955e-01 9.932955e-01 9.932955e-01  
1.688249e-04 9.932872e-01 9.932872e-01 9.932872e-01  
1.696690e-04 9.932788e-01 9.932788e-01 9.932788e-01  
1.705174e-04 9.932704e-01 9.932704e-01 9.932704e-01  
1.713699e-04 9.932620e-01 9.932620e-01 9.932620e-01  
1.722268e-04 9.932536e-01 9.932536e-01 9.932536e-01  
1.730879e-04 9.932452e-01 9.932452e-01 9.932452e-01  
1.739534e-04 9.932368e-01 9.932368e-01 9.932368e-01  
1.748231e-04 9.932284e-01 9.932284e-01 9.932284e-01  
1.756973e-04 9.932200e-01 9.932200e-01 9.932200e-01  
1.765757e-04 9.932115e-01 9.932115e-01 9.932115e-01  
1.774586e-04 9.932031e-01 9.932031e-01 9.932031e-01  
1.783459e-04 9.931946e-01 9.931946e-01 9.931946e-01  
1.792376e-04 9.931861e-01 9.931861e-01 9.931861e-01  
1.801338e-04 9.931777e-01 9.931777e-01 9.931777e-01  
1.810345e-04 9.931692e-01 9.931692e-01 9.931692e-01  
1.819397e-04 9.931606e-01 9.931606e-01 9.931606e-01  
1.828494e-04 9.931521e-01 9.931521e-01 9.931521e-01  
1.837636e-04 9.931436e-01 9.931436e-01 9.931436e-01  
1.846824e-04 9.931351e-01 9.931351e-01 9.931351e-01  
1.856058e-04 9.931265e-01 9.931265e-01 9.931265e-01  
1.865339e-04 9.931180e-01 9.931180e-01 9.931180e-01  
1.874665e-04 9.931094e-01 9.931094e-01 9.931094e-01  
1.884039e-04 9.931008e-01 9.931008e-01 9.931008e-01  
1.893459e-04 9.930922e-01 9.930922e-01 9.930922e-01  
1.902926e-04 9.930836e-01 9.930836e-01 9.930836e-01  
1.912441e-04 9.930750e-01 9.930750e-01 9.930750e-01  
1.922003e-04 9.930664e-01 9.930664e-01 9.930664e-01  
1.931613e-04 9.930577e-01 9.930577e-01 9.930577e-01  
1.941271e-04 9.930491e-01 9.930491e-01 9.930491e-01  
1.950978e-04 9.930404e-01 9.930404e-01 9.930404e-01  
1.960732e-04 9.930318e-01 9.930318e-01 9.930318e-01  
1.970536e-04 9.930231e-01 9.930231e-01 9.930231e-01  
1.980389e-04 9.930144e-01 9.930144e-01 9.930144e-01  
1.990291e-04 9.930057e-01 9.930057e-01 9.930057e-01  
2.000242e-04 9.929970e-01 9.929970e-01 9.929970e-01  
