frecuency,elastic_modulu,viscous_modulu
300.0,1403250.0,169269.0
250.0,1382759.0,172087.1
208.3333,1361855.0,174632.7
173.6111,1340584.0,176868.5
144.6759,1318875.0,177504.1
120.5633,1297065.0,179233.2
100.4694,1275050.0,180546.5
83.72449,1252897.0,181437.1
69.77041,1230671.0,181904.7
58.14201,1208437.0,181955.3
48.45167,1186255.0,181601.0
40.3764,1164187.0,180858.9
33.647,1142287.0,179751.0
28.03916,1120605.0,178303.3
23.36597,1099187.0,176544.8
19.47164,1078073.0,174506.9
16.22637,1057297.0,172222.4
13.52197,1036886.0,169724.5
11.26831,1016863.0,167046.8
9.390259,997245.3,164221.9
7.825216,978045.1,161281.5
6.521013,959269.4,158255.4
5.434178,940920.7,155171.4
4.528481,922997.7,152054.7
3.773735,905495.8,148927.6
3.144779,888407.7,145809.4
2.620649,871724.3,142716.5
2.183874,855434.7,139662.5
1.819895,839527.3,136658.2
1.516579,823990.1,133712.4
1.263816,808810.5,130831.6
1.05318,793976.4,128020.6
0.87765,779475.7,125282.9
0.731375,765296.7,122620.7
0.6094792,751428.3,120035.6
0.5078993,737859.6,117528.5
0.4232494,724580.3,115099.9
0.3527079,711580.3,112750.0
0.2939232,698849.8,110478.8
0.244936,686379.4,108286.4
0.2041134,674159.7,106172.8
0.1700945,662181.7,104138.4
0.1417454,650435.8,102183.5
0.1181212,638912.7,100308.4
0.09843429,627602.8,98513.29
0.08202858,616496.2,96798.48
0.06835715,605583.1,95163.98
0.05696429,594853.5,93609.65
0.04747024,584297.0,92135.1
0.03955853,573903.2,90739.54
0.03296545,563661.8,89421.66
0.0274712,553562.2,88179.65
0.02289267,543594.1,87011.13
0.01907723,533747.2,85913.18
0.01589769,524011.4,84882.04
0.01324807,514376.6,83912.76
0.01104006,504833.5,82998.77
0.009200051,495374.3,82131.68
0.007666709,485994.2,81301.89
0.006388924,476692.3,80500.08
0.005324104,467470.7,79719.2
0.004436753,458333.8,78956.03
0.003697294,449285.3,78211.51
0.003081078,440326.4,77489.64
0.002567565,431454.9,76795.63
