frecuency,elastic_modulu,viscous_modulu
300.0,1434900.0,162975.9
250.0,1415216.0,166033.7
208.3333,1395081.0,168853.3
173.6111,1374533.0,171393.9
144.6759,1353513.0,172315.9
120.5633,1332319.0,174404.9
100.4694,1310863.0,176088.8
83.72449,1289208.0,177353.8
69.77041,1267420.0,178192.6
58.14201,1245564.0,178604.6
48.45167,1223707.0,178595.6
40.3764,1201912.0,178177.8
33.647,1180239.0,177368.8
28.03916,1158744.0,176191.4
23.36597,1137479.0,174672.6
19.47164,1116489.0,172842.5
16.22637,1095816.0,170734.1
13.52197,1075492.0,168381.7
11.26831,1055545.0,165820.6
9.390259,1035998.0,163086.0
7.825216,1016867.0,160212.3
6.521013,998160.5,157232.5
5.434178,979885.4,154177.6
4.528481,962042.0,151076.0
3.773735,944627.2,147953.5
3.144779,927634.6,144832.5
2.620649,911055.4,141732.8
2.183874,894878.5,138670.8
1.819895,879091.8,135660.3
1.516579,863682.1,132712.5
1.263816,848635.4,129836.3
1.05318,833937.6,127038.6
0.87765,819574.5,124324.3
0.731375,805531.7,121697.1
0.6094792,791795.3,119159.0
0.5078993,778351.2,116710.9
0.4232494,765186.1,114352.8
0.3527079,752287.0,112083.6
0.2939232,739641.1,109901.2
0.244936,727236.7,107803.1
0.2041134,715062.5,105785.7
0.1700945,703108.1,103845.2
0.1417454,691364.2,101977.4
0.1181212,679822.1,100178.0
0.09843429,668474.2,98442.69
0.08202858,657313.2,96767.41
0.06835715,646332.7,95148.01
0.05696429,635526.8,93580.47
0.04747024,624890.3,92060.89
0.03955853,614418.7,90585.59
0.03296545,604108.4,89151.26
0.0274712,593956.1,87755.05
0.02289267,583959.3,86394.78
0.01907723,574115.9,85069.03
0.01589769,564423.9,83777.24
0.01324807,554881.5,82519.72
0.01104006,545486.4,81297.64
0.009200051,536236.2,80112.9
0.007666709,527127.6,78968.05
0.006388924,518157.1,77866.18
0.005324104,509320.0,76810.8
0.004436753,500610.9,75805.67
0.003697294,492023.4,74854.67
0.003081078,483549.9,73961.51
0.002567565,475181.9,73129.5
