frecuency,elastic_modulu,viscous_modulu
300.0,1647786.0,103184.7
250.0,1635721.0,105962.1
208.3333,1623261.0,108758.8
173.6111,1610399.0,111547.3
144.6759,1597138.0,114298.5
120.5633,1583480.0,116982.4
100.4694,1569437.0,119568.5
83.72449,1555023.0,122026.9
69.77041,1540258.0,124328.3
58.14201,1525046.0,125476.5
48.45167,1509693.0,127536.3
40.3764,1494069.0,129342.1
33.647,1478214.0,130877.6
28.03916,1462169.0,132130.0
23.36597,1445979.0,133090.7
19.47164,1429688.0,133755.0
16.22637,1413341.0,134122.8
13.52197,1396985.0,134198.2
11.26831,1380662.0,133989.6
9.390259,1364415.0,133509.0
7.825216,1348281.0,132772.3
6.521013,1332298.0,131798.0
5.434178,1316496.0,130606.9
4.528481,1300903.0,129221.7
3.773735,1285543.0,127666.0
3.144779,1270435.0,125963.8
2.620649,1255595.0,124139.1
2.183874,1241034.0,122215.1
1.819895,1226758.0,120214.2
1.516579,1212773.0,118157.4
1.263816,1199080.0,116063.9
1.05318,1185678.0,113951.4
0.87765,1172563.0,111835.5
0.731375,1159729.0,109730.1
0.6094792,1147170.0,107646.9
0.5078993,1134878.0,105595.9
0.4232494,1122845.0,103585.3
0.3527079,1111060.0,101621.6
0.2939232,1099514.0,99709.97
0.244936,1088197.0,97854.04
0.2041134,1077100.0,96056.34
0.1700945,1066213.0,94318.32
0.1417454,1055526.0,92640.56
0.1181212,1045031.0,91022.89
0.09843429,1034719.0,89464.52
0.08202858,1024581.0,87964.17
0.06835715,1014610.0,86520.17
0.05696429,1004798.0,85130.56
0.04747024,995139.3,83793.17
0.03955853,985626.7,82505.64
0.03296545,976254.4,81265.52
0.0274712,967016.8,80070.3
0.02289267,957909.1,78917.46
0.01907723,948926.4,77804.56
0.01589769,940064.5,76729.27
0.01324807,931319.6,75689.39
0.01104006,922688.0,74682.89
0.009200051,914166.3,73707.91
0.007666709,905751.5,72762.76
0.006388924,897440.5,71845.94
0.005324104,889230.4,70956.1
0.004436753,881118.6,70092.0
0.003697294,873102.3,69252.5
0.003081078,865179.1,68436.53
0.002567565,857346.4,67643.08
