frecuency,elastic_modulu,viscous_modulu
300.0,1708028.0,84251.53
250.0,1698326.0,86682.27
208.3333,1688285.0,89188.68
173.6111,1677891.0,91750.89
144.6759,1667132.0,94346.62
120.5633,1656003.0,96951.4
100.4694,1644500.0,99538.81
83.72449,1632623.0,102081.0
69.77041,1620379.0,104548.9
58.14201,1607778.0,106913.4
48.45167,1594837.0,109145.3
40.3764,1581453.0,110371.2
33.647,1567929.0,112387.0
28.03916,1554136.0,114174.1
23.36597,1540109.0,115715.1
19.47164,1525888.0,116996.0
16.22637,1511514.0,118007.2
13.52197,1497030.0,118743.4
11.26831,1482478.0,119203.6
9.390259,1467903.0,119391.3
7.825216,1453344.0,119314.1
6.521013,1438841.0,118983.3
5.434178,1424431.0,118413.7
4.528481,1410147.0,117622.6
3.773735,1396019.0,116629.7
3.144779,1382072.0,115456.1
2.620649,1368329.0,114124.1
2.183874,1354807.0,112656.2
1.819895,1341520.0,111074.6
1.516579,1328478.0,109401.0
1.263816,1315689.0,107656.0
1.05318,1303156.0,105858.9
0.87765,1290880.0,104027.4
0.731375,1278859.0,102177.2
0.6094792,1267092.0,100322.6
0.5078993,1255572.0,98475.8
0.4232494,1244294.0,96647.37
0.3527079,1233251.0,94846.16
0.2939232,1222434.0,93079.46
0.244936,1211837.0,91353.1
0.2041134,1201451.0,89671.61
0.1700945,1191266.0,88038.3
0.1417454,1181275.0,86455.45
0.1181212,1171469.0,84924.4
0.09843429,1161840.0,83445.75
0.08202858,1152380.0,82019.4
0.06835715,1143082.0,80644.79
0.05696429,1133938.0,79320.9
0.04747024,1124943.0,78046.48
0.03955853,1116088.0,76820.02
0.03296545,1107370.0,75639.92
0.0274712,1098781.0,74504.5
0.02289267,1090317.0,73412.04
0.01907723,1081973.0,72360.82
0.01589769,1073744.0,71349.07
0.01324807,1065625.0,70375.02
0.01104006,1057612.0,69436.91
0.009200051,1049702.0,68532.96
0.007666709,1041889.0,67661.47
0.006388924,1034172.0,66820.76
0.005324104,1026547.0,66009.25
0.004436753,1019009.0,65225.47
0.003697294,1011558.0,64468.02
0.003081078,1004190.0,63735.63
0.002567565,996901.9,63027.18
