time,modulu
3e-11,87169760.0
3.6e-11,85493090.0
4.32e-11,83560840.0
5.184e-11,81350950.0
6.2208e-11,78845970.0
7.46496e-11,76035890.0
8.957952e-11,72921280.0
1.074954e-10,69516530.0
1.289945e-10,65852520.0
1.547934e-10,61978000.0
1.857521e-10,57958790.0
2.229025e-10,53874100.0
2.67483e-10,49809680.0
3.209796e-10,45848760.0
3.851755e-10,42062440.0
4.622106e-10,38502200.0
5.546528e-10,35196760.0
6.655833e-10,32153000.0
7.987e-10,29362220.0
9.5844e-10,26814380.0
1.150128e-09,24488520.0
1.380154e-09,22365120.0
1.656184e-09,20426670.0
1.987421e-09,18657150.0
2.384905e-09,17041800.0
2.861886e-09,15567200.0
3.434264e-09,14221270.0
4.121117e-09,12992780.0
4.94534e-09,11871580.0
5.934408e-09,10848510.0
7.121289e-09,9915096.0
8.545547e-09,9063702.0
1.025466e-08,8287434.0
1.230559e-08,7579917.0
1.476671e-08,6935460.0
1.772005e-08,6348896.0
2.126406e-08,5815545.0
2.551687e-08,5331271.0
3.062024e-08,4892257.0
3.674429e-08,4495155.0
4.409315e-08,4136953.0
5.291178e-08,3814972.0
6.349413e-08,3526848.0
7.619296e-08,3270404.0
9.143155e-08,3043690.0
1.097179e-07,2844872.0
1.316614e-07,2672190.0
1.579937e-07,2523826.0
1.895925e-07,2397933.0
2.27511e-07,2292448.0
2.730131e-07,2205099.0
3.276158e-07,2133397.0
3.931389e-07,2074664.0
4.717667e-07,2026154.0
5.661201e-07,1985214.0
6.793441e-07,1949480.0
8.152129e-07,1917051.0
9.782555e-07,1886586.0
1.173907e-06,1857285.0
1.408688e-06,1828783.0
1.690425e-06,1800979.0
2.028511e-06,1773878.0
2.434213e-06,1747489.0
2.921055e-06,1721782.0
3.505266e-06,1696690.0
4.206319e-06,1672125.0
5.047583e-06,1647990.0
6.0571e-06,1624192.0
7.26852e-06,1600644.0
8.722224e-06,1577264.0
1.046667e-05,1553976.0
1.256e-05,1530709.0
1.5072e-05,1507394.0
1.80864e-05,1483969.0
2.170368e-05,1460377.0
2.604442e-05,1436563.0
3.125331e-05,1412480.0
3.750397e-05,1388083.0
4.500476e-05,1363332.0
5.400571e-05,1327487.0
6.480685e-05,1303940.0
7.776822e-05,1279639.0
9.332187e-05,1254590.0
0.0001119862,1228804.0
0.0001343835,1202300.0
0.0001612602,1175106.0
0.0001935122,1147255.0
0.0002322147,1118792.0
0.0002786576,1089766.0
0.0003343891,1060238.0
0.000401267,1030275.0
0.0004815203,999949.9
0.0005778244,969344.1
0.0006933893,938543.5
0.0008320672,907638.6
0.0009984806,876722.8
0.001198177,845891.0
0.001437812,815237.3
0.001725374,784853.7
0.002070449,754828.2
0.002484539,725242.9
0.002981447,696173.3
0.003577736,667687.0
0.004293284,639843.1
0.005151941,612692.2
0.006182329,586276.1
0.007418794,560628.2
0.008902553,535773.5
0.01068306,511728.5
0.01281968,488501.8
0.01538361,466094.4
0.01846033,444499.5
0.0221524,423703.3
0.02658288,403685.7
0.03189946,384420.8
0.03827935,365878.1
0.04593522,348023.6
0.05512226,330821.3
