3.000000e+02 1.647786e+06 1.031847e+05 
2.500000e+02 1.635721e+06 1.059621e+05 
2.083333e+02 1.623261e+06 1.087588e+05 
1.736111e+02 1.610399e+06 1.115473e+05 
1.446759e+02 1.597138e+06 1.142985e+05 
1.205633e+02 1.583480e+06 1.169824e+05 
1.004694e+02 1.569437e+06 1.195685e+05 
8.372449e+01 1.555023e+06 1.220269e+05 
6.977041e+01 1.540258e+06 1.243283e+05 
5.814201e+01 1.525046e+06 1.254765e+05 
4.845167e+01 1.509693e+06 1.275363e+05 
4.037640e+01 1.494069e+06 1.293421e+05 
3.364700e+01 1.478214e+06 1.308776e+05 
2.803916e+01 1.462169e+06 1.321300e+05 
2.336597e+01 1.445979e+06 1.330907e+05 
1.947164e+01 1.429688e+06 1.337550e+05 
1.622637e+01 1.413341e+06 1.341228e+05 
1.352197e+01 1.396985e+06 1.341982e+05 
1.126831e+01 1.380662e+06 1.339896e+05 
9.390259e+00 1.364415e+06 1.335090e+05 
7.825216e+00 1.348281e+06 1.327723e+05 
6.521013e+00 1.332298e+06 1.317980e+05 
5.434178e+00 1.316496e+06 1.306069e+05 
4.528481e+00 1.300903e+06 1.292217e+05 
3.773735e+00 1.285543e+06 1.276660e+05 
3.144779e+00 1.270435e+06 1.259638e+05 
2.620649e+00 1.255595e+06 1.241391e+05 
2.183874e+00 1.241034e+06 1.222151e+05 
1.819895e+00 1.226758e+06 1.202142e+05 
1.516579e+00 1.212773e+06 1.181574e+05 
1.263816e+00 1.199080e+06 1.160639e+05 
1.053180e+00 1.185678e+06 1.139514e+05 
8.776500e-01 1.172563e+06 1.118355e+05 
7.313750e-01 1.159729e+06 1.097301e+05 
6.094792e-01 1.147170e+06 1.076469e+05 
5.078993e-01 1.134878e+06 1.055959e+05 
4.232494e-01 1.122845e+06 1.035853e+05 
3.527079e-01 1.111060e+06 1.016216e+05 
2.939232e-01 1.099514e+06 9.970997e+04 
2.449360e-01 1.088197e+06 9.785404e+04 
2.041134e-01 1.077100e+06 9.605634e+04 
1.700945e-01 1.066213e+06 9.431832e+04 
1.417454e-01 1.055526e+06 9.264056e+04 
1.181212e-01 1.045031e+06 9.102289e+04 
9.843429e-02 1.034719e+06 8.946452e+04 
8.202858e-02 1.024581e+06 8.796417e+04 
6.835715e-02 1.014610e+06 8.652017e+04 
5.696429e-02 1.004798e+06 8.513056e+04 
4.747024e-02 9.951393e+05 8.379317e+04 
3.955853e-02 9.856267e+05 8.250564e+04 
3.296545e-02 9.762544e+05 8.126552e+04 
2.747120e-02 9.670168e+05 8.007030e+04 
2.289267e-02 9.579091e+05 7.891746e+04 
1.907723e-02 9.489264e+05 7.780456e+04 
1.589769e-02 9.400645e+05 7.672927e+04 
1.324807e-02 9.313196e+05 7.568939e+04 
1.104006e-02 9.226880e+05 7.468289e+04 
9.200051e-03 9.141663e+05 7.370791e+04 
7.666709e-03 9.057515e+05 7.276276e+04 
6.388924e-03 8.974405e+05 7.184594e+04 
5.324104e-03 8.892304e+05 7.095610e+04 
4.436753e-03 8.811186e+05 7.009200e+04 
3.697294e-03 8.731023e+05 6.925250e+04 
3.081078e-03 8.651791e+05 6.843653e+04 
2.567565e-03 8.573464e+05 6.764308e+04 
