H 
4.000000e+01 
200 
5 
-1 -1 1 2 1.161702e+01 1.041046e-03
-1 -1 0 2 1.443743e+01 1.293793e-03
0 1 3 4 6.749918e+00 6.048862e-04
2 4 -1 -1 7.035960e+00 6.305195e-04
2 3 -1 -1 9.144446e+00 8.194690e-04
5 
-1 -1 1 2 6.484928e+00 5.811394e-04
-1 -1 0 2 7.600037e+00 6.810686e-04
0 1 3 4 1.423215e+01 1.275398e-03
2 4 -1 -1 6.484148e+00 5.810695e-04
2 3 -1 -1 9.366428e+00 8.393617e-04
5 
-1 -1 1 2 5.967735e+00 5.347917e-04
-1 -1 0 2 1.477879e+01 1.324385e-03
0 1 3 4 2.706806e+01 2.425673e-03
2 4 -1 -1 1.128506e+01 1.011298e-03
2 3 -1 -1 1.677503e+00 1.503275e-04
5 
-1 -1 1 2 1.065821e+01 9.551232e-04
-1 -1 0 2 4.791233e+00 4.293608e-04
0 1 3 4 1.911628e+01 1.713083e-03
2 4 -1 -1 2.766958e+00 2.479577e-04
2 3 -1 -1 7.667293e+00 6.870956e-04
5 
-1 -1 1 2 2.667776e+00 2.390697e-04
-1 -1 0 2 1.885636e+00 1.689791e-04
0 1 3 4 3.666720e+01 3.285889e-03
2 4 -1 -1 1.518934e+01 1.361175e-03
2 3 -1 -1 1.487764e+01 1.333242e-03
5 
-1 -1 1 2 7.528627e+00 6.746693e-04
-1 -1 0 2 8.754455e+00 7.845204e-04
0 1 3 4 2.166908e+01 1.941850e-03
2 4 -1 -1 4.433253e+00 3.972809e-04
2 3 -1 -1 7.043915e+00 6.312324e-04
5 
-1 -1 1 2 5.658805e+00 5.071073e-04
-1 -1 0 2 2.384790e+01 2.137102e-03
0 1 3 4 9.899197e+00 8.871052e-04
2 4 -1 -1 8.974799e+00 8.042663e-04
2 3 -1 -1 1.073136e+01 9.616783e-04
5 
-1 -1 1 2 6.671104e+00 5.978233e-04
-1 -1 0 2 6.402827e+00 5.737820e-04
0 1 3 4 1.794290e+01 1.607932e-03
2 4 -1 -1 9.678828e+00 8.673570e-04
2 3 -1 -1 1.304363e+01 1.168890e-03
5 
-1 -1 1 2 8.009845e+00 7.177931e-04
-1 -1 0 2 3.600554e+00 3.226595e-04
0 1 3 4 1.992166e+01 1.785257e-03
2 4 -1 -1 2.445897e+00 2.191862e-04
2 3 -1 -1 1.275392e+01 1.142928e-03
5 
-1 -1 1 2 4.659133e+00 4.175228e-04
-1 -1 0 2 8.654468e+00 7.755602e-04
0 1 3 4 2.335374e+01 2.092819e-03
2 4 -1 -1 9.268537e+00 8.305893e-04
2 3 -1 -1 7.352242e+00 6.588627e-04
5 
-1 -1 1 2 3.889004e+00 3.485086e-04
-1 -1 0 2 7.236849e+00 6.485220e-04
0 1 3 4 1.190361e+01 1.066728e-03
2 4 -1 -1 7.785459e+00 6.976849e-04
2 3 -1 -1 8.383982e+00 7.513209e-04
5 
-1 -1 1 2 5.693333e+00 5.102015e-04
-1 -1 0 2 1.042969e+01 9.346445e-04
0 1 3 4 2.435182e+01 2.182260e-03
2 4 -1 -1 7.102539e+00 6.364859e-04
2 3 -1 -1 5.529596e+00 4.955284e-04
5 
-1 -1 1 2 1.576732e+01 1.412970e-03
-1 -1 0 2 2.144170e+00 1.921473e-04
0 1 3 4 1.911974e+01 1.713394e-03
2 4 -1 -1 1.404528e+01 1.258652e-03
2 3 -1 -1 1.467854e+01 1.315400e-03
5 
-1 -1 1 2 1.167145e+01 1.045924e-03
-1 -1 0 2 7.363723e+00 6.598916e-04
0 1 3 4 9.701125e+00 8.693552e-04
2 4 -1 -1 4.034724e+00 3.615672e-04
2 3 -1 -1 2.636982e+00 2.363101e-04
5 
-1 -1 1 2 5.330603e+00 4.776959e-04
-1 -1 0 2 1.093010e+01 9.794880e-04
0 1 3 4 1.656585e+01 1.484530e-03
2 4 -1 -1 2.293862e+01 2.055618e-03
2 3 -1 -1 9.939005e+00 8.906725e-04
5 
-1 -1 1 2 1.297858e+01 1.163061e-03
-1 -1 0 2 1.030980e+01 9.239009e-04
0 1 3 4 2.555981e+01 2.290513e-03
2 4 -1 -1 5.453367e+00 4.886972e-04
2 3 -1 -1 1.154380e+01 1.034484e-03
5 
-1 -1 1 2 4.723258e+00 4.232693e-04
-1 -1 0 2 7.508130e+00 6.728324e-04
0 1 3 4 1.409106e+01 1.262754e-03
2 4 -1 -1 1.202660e+01 1.077750e-03
2 3 -1 -1 1.326738e+01 1.188941e-03
5 
-1 -1 1 2 2.033731e+00 1.822505e-04
-1 -1 0 2 2.923507e+00 2.619867e-04
0 1 3 4 1.981322e+01 1.775539e-03
2 4 -1 -1 3.925798e+00 3.518059e-04
2 3 -1 -1 8.960717e+00 8.030044e-04
5 
-1 -1 1 2 2.855023e+00 2.558496e-04
-1 -1 0 2 7.148207e+00 6.405784e-04
0 1 3 4 1.556452e+01 1.394796e-03
2 4 -1 -1 7.180156e+00 6.434414e-04
2 3 -1 -1 1.519156e+01 1.361374e-03
5 
-1 -1 1 2 4.605618e+00 4.127271e-04
-1 -1 0 2 3.916485e+00 3.509713e-04
0 1 3 4 2.589714e+01 2.320742e-03
2 4 -1 -1 5.044544e+00 4.520610e-04
2 3 -1 -1 5.096155e+00 4.566861e-04
5 
-1 -1 1 2 7.185502e+00 6.439205e-04
-1 -1 0 2 7.377119e+00 6.610920e-04
0 1 3 4 2.021251e+01 1.811321e-03
2 4 -1 -1 1.265166e+01 1.133764e-03
2 3 -1 -1 4.079979e+00 3.656227e-04
5 
-1 -1 1 2 9.354982e+00 8.383360e-04
-1 -1 0 2 7.209768e+00 6.460951e-04
0 1 3 4 1.358982e+01 1.217836e-03
2 4 -1 -1 2.374055e+01 2.127482e-03
2 3 -1 -1 5.107016e+00 4.576594e-04
5 
-1 -1 1 2 6.960559e+00 6.237625e-04
-1 -1 0 2 4.276324e+00 3.832178e-04
0 1 3 4 1.324288e+01 1.186745e-03
