time,modulu
3e-11,86959490.0
3.6e-11,85288410.0
4.32e-11,83362380.0
5.184e-11,81159310.0
6.2208e-11,78661700.0
7.46496e-11,75859420.0
8.957952e-11,72752900.0
1.074954e-10,69356320.0
1.289945e-10,65700330.0
1.547934e-10,61833390.0
1.857521e-10,57821090.0
2.229025e-10,53742410.0
2.67483e-10,49683000.0
3.209796e-10,45726090.0
3.851755e-10,41942910.0
4.622106e-10,38385140.0
5.546528e-10,35081750.0
6.655833e-10,32039730.0
7.987e-10,29250670.0
9.5844e-10,26704750.0
1.150128e-09,24380810.0
1.380154e-09,22259560.0
1.656184e-09,20323380.0
1.987421e-09,18556200.0
2.384905e-09,16943370.0
2.861886e-09,15471510.0
3.434264e-09,14128460.0
4.121117e-09,12903090.0
4.94534e-09,11785300.0
5.934408e-09,10765870.0
7.121289e-09,9836443.0
8.545547e-09,8989400.0
1.025466e-08,8217841.0
1.230559e-08,7515514.0
1.476671e-08,6876763.0
1.772005e-08,6296492.0
2.126406e-08,5770113.0
2.551687e-08,5293511.0
3.062024e-08,4863009.0
3.674429e-08,4475327.0
4.409315e-08,4127543.0
5.291178e-08,3817052.0
6.349413e-08,3541515.0
7.619296e-08,3298806.0
9.143155e-08,3086940.0
1.097179e-07,2904001.0
1.316614e-07,2748055.0
1.579937e-07,2617061.0
1.895925e-07,2508793.0
2.27511e-07,2420773.0
2.730131e-07,2350267.0
3.276158e-07,2294318.0
3.931389e-07,2249877.0
4.717667e-07,2213986.0
5.661201e-07,2184005.0
6.793441e-07,2157818.0
8.152129e-07,2133955.0
9.782555e-07,2111578.0
1.173907e-06,2090348.0
1.408688e-06,2070217.0
1.690425e-06,2051243.0
2.028511e-06,2033466.0
2.434213e-06,2016871.0
2.921055e-06,2001389.0
3.505266e-06,1986931.0
4.206319e-06,1973400.0
5.047583e-06,1960701.0
6.0571e-06,1948749.0
7.26852e-06,1937462.0
8.722224e-06,1926769.0
1.046667e-05,1916600.0
1.256e-05,1906894.0
1.5072e-05,1897593.0
1.80864e-05,1888643.0
2.170368e-05,1879996.0
2.604442e-05,1871606.0
3.125331e-05,1863430.0
3.750397e-05,1855429.0
4.500476e-05,1847566.0
5.400571e-05,1839807.0
6.480685e-05,1832119.0
7.776822e-05,1824472.0
9.332187e-05,1816837.0
0.0001119862,1809188.0
0.0001343835,1785579.0
0.0001612602,1779571.0
0.0001935122,1773319.0
0.0002322147,1766814.0
0.0002786576,1760044.0
0.0003343891,1753001.0
0.000401267,1745674.0
0.0004815203,1738052.0
0.0005778244,1730125.0
0.0006933893,1721882.0
0.0008320672,1713313.0
0.0009984806,1704408.0
0.001198177,1695158.0
0.001437812,1685554.0
0.001725374,1675590.0
0.002070449,1665259.0
0.002484539,1654557.0
0.002981447,1643482.0
0.003577736,1632035.0
0.004293284,1620217.0
0.005151941,1608035.0
0.006182329,1595498.0
0.007418794,1582617.0
0.008902553,1569408.0
0.01068306,1555890.0
0.01281968,1542085.0
0.01538361,1528019.0
0.01846033,1513720.0
0.0221524,1499221.0
0.02658288,1484554.0
0.03189946,1469755.0
0.03827935,1454860.0
0.04593522,1439908.0
0.05512226,1424936.0
0.06614672,1409979.0
0.07937606,1395074.0
0.09525127,1380252.0
0.1143015,1365545.0
0.1371618,1350981.0
0.1645942,1336584.0
0.197513,1322376.0
0.2370156,1308374.0
0.2844188,1294595.0
0.3413025,1281049.0
0.409563,1267745.0
0.4914756,1254689.0
0.5897708,1241884.0
0.7077249,1229333.0
0.8492699,1217033.0
1.019124,1204981.0
1.222949,1193175.0
1.467538,1181608.0
1.761046,1170274.0
2.113255,1159166.0
2.535906,1148276.0
3.043088,1137597.0
3.651705,1127120.0
4.382046,1116837.0
5.258455,1106740.0
6.310146,1096822.0
7.572176,1087074.0
9.086611,1077490.0
10.90393,1068063.0
13.08472,1058785.0
15.70166,1049651.0
18.842,1040655.0
22.6104,1031790.0
27.13247,1023052.0
32.55897,1014436.0
39.07076,1005937.0
46.88492,997550.2
56.2619,989272.0
67.51428,981098.5
81.01714,973026.1
97.22056,965051.3
116.6647,957171.1
139.9976,949382.4
167.9971,941682.5
201.5966,934068.7
241.9159,926538.6
290.299,919089.8
348.3589,911720.1
418.0306,904427.4
501.6367,897209.8
601.9641,890065.2
722.3569,882991.9
866.8283,875987.8
1040.194,869051.4
1248.233,862180.5
1497.879,855373.5
1797.455,848628.4
2156.946,841943.4
2588.335,835316.7
3106.003,828746.4
3727.203,822231.0
4472.644,815769.0
5367.172,809359.1
6440.607,803000.2
7728.728,796691.5
9274.474,790432.5
11129.37,784222.8
13355.24,778062.2
16026.29,771950.9
19231.55,765888.8
23077.86,759876.2
27693.43,753913.1
33232.12,747999.5
39878.54,742135.3
47854.25,736320.3
57425.1,730554.0
68910.12,724836.1
82692.14,719165.9
99230.57,713542.9
119076.7,707966.4
142892.0,702435.6
171470.4,696949.6
205764.5,691507.3
246917.4,686107.7
296300.9,680749.7
355561.1,675432.1
426673.3,670153.9
512007.9,664913.9
614409.5,659710.9
737291.4,654543.5
884749.7,649410.5
1061700.0,644310.3
1274040.0,639241.3
1528848.0,634202.1
1834617.0,629190.8
2201540.0,624205.9
2641849.0,619245.6
3170218.0,614308.1
3804262.0,609391.4
4565114.0,604493.5
5478137.0,599612.4
6573764.0,594745.5
7888517.0,589890.5
9466221.0,585044.6
11359460.0,580204.9
13631360.0,575368.3
16357630.0,570531.2
19629160.0,565690.2
23554990.0,560841.8
28265980.0,555982.7
33919180.0,551110.1
40703020.0,546222.1
48843620.0,541318.3
58612340.0,536399.7
70334810.0,531469.1
84401780.0,526531.2
101282100.0,521591.6
121538600.0,516656.4
145846300.0,511730.3
175015500.0,506814.9
210018600.0,501907.6
252022400.0,497000.3
302426800.0,492080.6
362912200.0,487133.4
435494600.0,482143.3
522593500.0,477096.1
627112300.0,471979.4
752534700.0,466781.6
903041700.0,461491.3
1083650000.0,456097.0
1300380000.0,450588.4
1560456000.0,444957.2
1872547000.0,439198.8
2247057000.0,433312.6
2696468000.0,427301.9
3235762000.0,421173.4
3882914000.0,414938.1
4659497000.0,408612.0
5591396000.0,402216.7
6709675000.0,395779.8
8051610000.0,389333.6
9661932000.0,382912.7
11594320000.0,376551.0
13913180000.0,370279.0
16695820000.0,364120.8
20034980000.0,358091.9
24041980000.0,352198.1
28850370000.0,346435.0
34620450000.0,340789.6
41544540000.0,335242.8
49853450000.0,329773.7
59824140000.0,324362.9
71788960000.0,318996.8
86146760000.0,313670.8
103376100000.0,308390.8
124051300000.0,303172.6
148861600000.0,298037.6
178633900000.0,293006.0
214360700000.0,288090.9
257232800000.0,283293.4
308679400000.0,278601.6
370415300000.0,273992.4
444498300000.0,269435.9
533398000000.0,264900.1
640077600000.0,260355.9
768093100000.0,255780.5
921711800000.0,251157.9
1106054000000.0,246478.7
1327265000000.0,241737.8
1592718000000.0,236933.4
1911262000000.0,232066.5
2293514000000.0,227142.9
2752217000000.0,222175.1
3302660000000.0,217182.7
3963192000000.0,212191.9
4755830000000.0,207231.1
5706996000000.0,202327.2
6848396000000.0,197501.3
8218075000000.0,192767.0
9861690000000.0,188131.9
11834030000000.0,183599.3
14200830000000.0,179171.5
