time,modulu
3e-11,87043890.0
3.6e-11,85370640.0
4.32e-11,83442180.0
5.184e-11,81236440.0
6.2208e-11,78735920.0
7.46496e-11,75930540.0
8.957952e-11,72820800.0
1.074954e-10,69420950.0
1.289945e-10,65761730.0
1.547934e-10,61891740.0
1.857521e-10,57876650.0
2.229025e-10,53795540.0
2.67483e-10,49734100.0
3.209796e-10,45775570.0
3.851755e-10,41991120.0
4.622106e-10,38432350.0
5.546528e-10,35128120.0
6.655833e-10,32085390.0
7.987e-10,29295610.0
9.5844e-10,26748920.0
1.150128e-09,24424180.0
1.380154e-09,22302060.0
1.656184e-09,20364960.0
1.987421e-09,18596810.0
2.384905e-09,16982940.0
2.861886e-09,15509970.0
3.434264e-09,14165710.0
4.121117e-09,12939050.0
4.94534e-09,11819840.0
5.934408e-09,10798900.0
7.121289e-09,9867819.0
8.545547e-09,9018969.0
1.025466e-08,8245436.0
1.230559e-08,7540937.0
1.476671e-08,6899795.0
1.772005e-08,6316885.0
2.126406e-08,5787581.0
2.551687e-08,5307747.0
3.062024e-08,4873663.0
3.674429e-08,4482017.0
4.409315e-08,4129848.0
5.291178e-08,3814532.0
6.349413e-08,3533709.0
7.619296e-08,3285244.0
9.143155e-08,3067174.0
1.097179e-07,2877631.0
1.316614e-07,2714752.0
1.579937e-07,2576616.0
1.895925e-07,2461152.0
2.27511e-07,2366061.0
2.730131e-07,2288805.0
3.276158e-07,2226611.0
3.931389e-07,2176561.0
4.717667e-07,2135753.0
5.661201e-07,2101504.0
6.793441e-07,2071561.0
8.152129e-07,2044253.0
9.782555e-07,2018530.0
1.173907e-06,1993879.0
1.408688e-06,1970149.0
1.690425e-06,1947357.0
2.028511e-06,1925546.0
2.434213e-06,1904714.0
2.921055e-06,1884812.0
3.505266e-06,1865751.0
4.206319e-06,1847436.0
5.047583e-06,1829767.0
6.0571e-06,1812652.0
7.26852e-06,1796004.0
8.722224e-06,1779744.0
1.046667e-05,1763798.0
1.256e-05,1748095.0
1.5072e-05,1732572.0
1.80864e-05,1717168.0
2.170368e-05,1701826.0
2.604442e-05,1686494.0
3.125331e-05,1671122.0
3.750397e-05,1655662.0
4.500476e-05,1640070.0
5.400571e-05,1624304.0
6.480685e-05,1608323.0
7.776822e-05,1592089.0
9.332187e-05,1563123.0
0.0001119862,1548160.0
0.0001343835,1532634.0
0.0001612602,1516531.0
0.0001935122,1499841.0
0.0002322147,1482556.0
0.0002786576,1464671.0
0.0003343891,1446184.0
0.000401267,1427100.0
0.0004815203,1407424.0
0.0005778244,1387169.0
0.0006933893,1366353.0
0.0008320672,1344998.0
0.0009984806,1323134.0
0.001198177,1300795.0
0.001437812,1278021.0
0.001725374,1254857.0
0.002070449,1231354.0
0.002484539,1207567.0
0.002981447,1183554.0
0.003577736,1159375.0
0.004293284,1135095.0
0.005151941,1110778.0
0.006182329,1086487.0
0.007418794,1062287.0
0.008902553,1038237.0
0.01068306,1014397.0
0.01281968,990821.8
0.01538361,967560.3
0.01846033,944658.4
0.0221524,922155.7
0.02658288,900086.2
0.03189946,878478.1
0.03827935,857353.9
0.04593522,836730.2
0.05512226,816618.4
0.06614672,797024.8
0.07937606,777951.4
0.09525127,759395.7
0.1143015,741352.0
0.1371618,723811.2
0.1645942,706761.4
0.197513,690188.6
0.2370156,674077.0
0.2844188,658409.4
0.3413025,643167.5
0.409563,628332.7
0.4914756,613885.9
0.5897708,599808.0
0.7077249,586080.2
0.8492699,572683.9
1.019124,559601.1
1.222949,546814.1
1.467538,534306.2
1.761046,522060.9
2.113255,510062.6
2.535906,498296.3
3.043088,486747.5
3.651705,475402.0
4.382046,464246.0
5.258455,453265.6
6.310146,442447.4
7.572176,431778.2
9.086611,421245.1
10.90393,410835.9
13.08472,400539.2
15.70166,390344.6
18.842,380243.3
22.6104,370228.1
27.13247,360293.5
32.55897,350436.0
39.07076,340653.0
46.88492,330942.3
56.2619,321300.1
67.51428,311720.1
81.01714,302191.6
97.22056,292699.8
116.6647,283227.3
139.9976,273756.0
167.9971,264270.5
201.5966,254760.7
241.9159,245222.7
290.299,235658.7
348.3589,226075.5
418.0306,216482.7
501.6367,206890.8
601.9641,197310.2
722.3569,187750.9
866.8283,178223.9
1040.194,168742.5
1248.233,159324.8
1497.879,149994.8
1797.455,140782.8
2156.946,131724.2
2588.335,122857.4
3106.003,114220.2
3727.203,105847.1
4472.644,97767.34
5367.172,90004.86
6440.607,82580.33
7728.728,75512.75
9274.474,68820.19
11129.37,62518.51
13355.24,56618.47
16026.29,51122.42
19231.55,46022.27
23077.86,41299.94
27693.43,36930.33
33232.12,32885.82
39878.54,29141.13
47854.25,25677.1
57425.1,22482.56
68910.12,19553.49
82692.14,16889.37
99230.57,14488.4
119076.7,12343.89
142892.0,10443.42
171470.4,8770.522
205764.5,7307.137
246917.4,6035.413
296300.9,4938.351
355561.1,3999.736
426673.3,3203.931
512007.9,2535.843
614409.5,1981.017
737291.4,1525.752
884749.7,1157.231
1061700.0,863.603
1274040.0,633.9392
1528848.0,458.063
1834617.0,326.4053
2201540.0,230.0228
2641849.0,160.794
3170218.0,111.6943
3804262.0,77.0186
4565114.0,52.45032
5478137.0,34.94755
6573764.0,22.48947
7888517.0,13.76416
9466221.0,7.876981
11359460.0,4.138436
13631360.0,1.955905
16357630.0,0.8123781
19629160.0,0.2884983
23554990.0,0.08479244
28265980.0,0.01984468
33919180.0,0.003533745
40703020.0,0.0004537674
48843620.0,3.94341e-05
58612340.0,2.150074e-06
70334810.0,6.712956e-08
84401780.0,1.074097e-09
101282100.0,7.692614e-12
121538600.0,2.09205e-14
145846300.0,1.771197e-17
175015500.0,3.678149e-21
210018600.0,1.408875e-25
252022400.0,7.080602e-31
302426800.0,3.106244e-37
362912200.0,7.29966e-45
435494600.0,5.116058e-54
522593500.0,5.296415e-65
627112300.0,3.485594e-78
752534700.0,5.301881e-94
903041700.0,5.535795e-113
1083650000.0,9.243111e-136
1300380000.0,4.296333e-163
1560456000.0,6.822242e-196
1872547000.0,2.985363e-235
2247057000.0,1.755254e-282
2696468000.0,0.0
3235762000.0,0.0
3882914000.0,0.0
4659497000.0,0.0
5591396000.0,0.0
6709675000.0,0.0
8051610000.0,0.0
9661932000.0,0.0
11594320000.0,0.0
13913180000.0,0.0
16695820000.0,0.0
20034980000.0,0.0
24041980000.0,0.0
28850370000.0,0.0
34620450000.0,0.0
41544540000.0,0.0
49853450000.0,0.0
59824140000.0,0.0
71788960000.0,0.0
86146760000.0,0.0
103376100000.0,0.0
124051300000.0,0.0
148861600000.0,0.0
178633900000.0,0.0
214360700000.0,0.0
257232800000.0,0.0
308679400000.0,0.0
370415300000.0,0.0
444498300000.0,0.0
533398000000.0,0.0
640077600000.0,0.0
768093100000.0,0.0
921711800000.0,0.0
1106054000000.0,0.0
1327265000000.0,0.0
1592718000000.0,0.0
1911262000000.0,0.0
2293514000000.0,0.0
2752217000000.0,0.0
3302660000000.0,0.0
3963192000000.0,0.0
4755830000000.0,0.0
5706996000000.0,0.0
6848396000000.0,0.0
8218075000000.0,0.0
9861690000000.0,0.0
11834030000000.0,0.0
14200830000000.0,0.0
